Water name,County,Species,Quantity,Average length,Date stocked
BARNEY L,SEVIER,CUTTHROAT,2392,7.71,07/06/2011 12:00:00 AM
BARNEY L,SEVIER,TIGER TROUT,506,5.07,08/10/2011 12:00:00 AM
BASTIAN RES,GARFIELD,TIGER TROUT,1499,3.81,08/08/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,735,5.22,02/02/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,21360,7.38,05/02/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,21360,7.38,05/02/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,20010,7.54,05/03/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,20580,7.47,05/03/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,20580,7.47,05/03/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,10864,7.49,05/04/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,17450,7.21,05/04/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,10668,7.21,05/04/2011 12:00:00 AM
BEAR L,RICH,CUTTHROAT,33742,4.42,12/13/2011 12:00:00 AM
"BEAR R, E FK",SUMMIT,RAINBOW,499,9.970000000000001,07/20/2011 12:00:00 AM
"BEAR R, E FK",SUMMIT,RAINBOW,499,9.16,08/02/2011 12:00:00 AM
BEAVER CR,SUMMIT,RAINBOW,198,9.970000000000001,07/18/2011 12:00:00 AM
BEAVER CR,SUMMIT,RAINBOW,200,10.130000000000001,07/28/2011 12:00:00 AM
BEAVER CR,SUMMIT,RAINBOW,200,8.630000000000001,08/10/2011 12:00:00 AM
BEAVER CR,SUMMIT,RAINBOW,200,10.119999999999999,08/23/2011 12:00:00 AM
BEAVER CR,SUMMIT,RAINBOW,201,9.74,09/07/2011 12:00:00 AM
BEAVER DAMS NBS,WAYNE,BROOK TROUT,759,3.48,07/26/2011 12:00:00 AM
BEAVER DAMS NBS,WAYNE,BROOK TROUT,0,3.27,07/26/2011 12:00:00 AM
BEAVER DAMS NBS,WAYNE,CUTTHROAT,2009,1.74,09/20/2011 12:00:00 AM
BEAVER L BR-10,SUMMIT,RAINBOW,2000,9.970000000000001,07/06/2011 12:00:00 AM
BEAVER R,BEAVER,RAINBOW,360,9.39,05/03/2011 12:00:00 AM
BEAVER R,BEAVER,RAINBOW,1000,9.39,05/03/2011 12:00:00 AM
BEAVER R,BEAVER,BROWN TROUT,8800,4.02,05/26/2011 12:00:00 AM
BEAVER R,BEAVER,BROWN TROUT,5280,4.02,05/26/2011 12:00:00 AM
BEAVER R,BEAVER,RAINBOW,360,10.31,06/01/2011 12:00:00 AM
BEAVER R,BEAVER,RAINBOW,365,10.45,06/27/2011 12:00:00 AM
BEAVER R,BEAVER,RAINBOW,1000,10.45,06/27/2011 12:00:00 AM
BEAVER R,BEAVER,RAINBOW,362,10.6,07/13/2011 12:00:00 AM
BEAVER R,BEAVER,RAINBOW,368,11.33,08/03/2011 12:00:00 AM
BEE TREE,SANPETE,BROOK TROUT,267,2.45,08/10/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,500,10.01,06/20/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,500,9.720000000000001,06/27/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,506,10.01,07/06/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,506,10.01,07/11/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,500,10.16,07/18/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,500,10.51,07/29/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,500,10.33,08/10/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,500,10.9,09/01/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,510,11.37,09/13/2011 12:00:00 AM
BENCHS POND,SANPETE,RAINBOW,500,11.37,09/21/2011 12:00:00 AM
BERT L GR-62,UINTAH,BROOK TROUT,374,2.45,08/04/2011 12:00:00 AM
BESS L BTN,GARFIELD,BROOK TROUT,257,3.27,07/28/2011 12:00:00 AM
BIG ELK RES A-18,SUMMIT,TIGER TROUT,4430,2.94,08/01/2011 12:00:00 AM
"BIG HOLLOW, UPPER",GARFIELD,CUTTHROAT,393,1.63,09/14/2011 12:00:00 AM
BIG L,SEVIER,RAINBOW,3258,10.37,06/14/2011 12:00:00 AM
BIG L,SEVIER,RAINBOW,1760,10.29,06/16/2011 12:00:00 AM
BIG L BTS,GARFIELD,BROOK TROUT,207,3.27,07/28/2011 12:00:00 AM
BIG SANDWASH RES,DUCHESNE,RAINBOW,25657,3.05,05/06/2011 12:00:00 AM
BIG SANDWASH RES,DUCHESNE,RAINBOW,252,9.630000000000001,05/25/2011 12:00:00 AM
BIG SANDWASH RES,DUCHESNE,RAINBOW,1378,9.630000000000001,06/01/2011 12:00:00 AM
BIG SANDWASH RES,DUCHESNE,RAINBOW,30096,2.54,07/07/2011 12:00:00 AM
BIG SANDWASH RES,DUCHESNE,RAINBOW,1378,10,07/07/2011 12:00:00 AM
BIG SANDWASH RES,DUCHESNE,RAINBOW,1454,10.96,09/23/2011 12:00:00 AM
BIG SANDWASH RES,DUCHESNE,RAINBOW,3500,4.12,10/12/2011 12:00:00 AM
BIG SANDWASH RES,DUCHESNE,RAINBOW,1760,10.28,10/17/2011 12:00:00 AM
BIG SANDWASH RES,DUCHESNE,RAINBOW,2223,6.03,10/27/2011 12:00:00 AM
BIRCH CR RES,RICH,RAINBOW,10030,4.55,06/07/2011 12:00:00 AM
BIRCH CR RES,RICH,RAINBOW,20060,4.55,06/07/2011 12:00:00 AM
BIRCH CR RES,RICH,TIGER TROUT,30044,3.43,07/18/2011 12:00:00 AM
BLACKSMITH FK,CACHE,RAINBOW,999,10.96,06/22/2011 12:00:00 AM
BLANCHE L,SALT LAKE,BROOK TROUT,1495,2.45,08/01/2011 12:00:00 AM
BLANDING RES NO 3,SAN JUAN,RAINBOW,3000,9.49,03/24/2011 12:00:00 AM
BLANDING RES NO 3,SAN JUAN,RAINBOW,1641,9.970000000000001,10/13/2011 12:00:00 AM
BLANDING RES NO 4,SAN JUAN,RAINBOW,3527,9.49,03/24/2011 12:00:00 AM
BLANDING RES NO 4,SAN JUAN,RAINBOW ALBINO,1001,12.51,08/16/2011 12:00:00 AM
BLANDING RES NO 4,SAN JUAN,TIGER TROUT,4532,5.07,08/16/2011 12:00:00 AM
BLANDING RES NO 4,SAN JUAN,RAINBOW,2050,9.970000000000001,10/13/2011 12:00:00 AM
BLANDING RES NO 4,SAN JUAN,RAINBOW,2134,9.710000000000001,11/14/2011 12:00:00 AM
BLIND L NBS,WAYNE,RAINBOW,2547,3.53,07/26/2011 12:00:00 AM
BLIND L NBS,WAYNE,SPLAKE,761,3.68,07/26/2011 12:00:00 AM
BLIND L NBS,WAYNE,RAINBOW,2547,3.53,07/28/2011 12:00:00 AM
BLIND L NBS,WAYNE,CUTTHROAT,10046,1.74,09/20/2011 12:00:00 AM
BLIND L TLM,WAYNE,BROOK TROUT,216,3.26,07/20/2011 12:00:00 AM
BLUE L,SAN JUAN,RAINBOW,1000,10.93,07/07/2011 12:00:00 AM
BLUE L,SANPETE,TIGER TROUT,997,3.81,08/08/2011 12:00:00 AM
BLUE L,TOOELE,CHUB,499,2.2,10/26/2011 12:00:00 AM
BLUE L GT,GARFIELD,BROOK TROUT,501,3.27,07/28/2011 12:00:00 AM
BLUE RIBBON #4,SANPETE,BROOK TROUT,231,2.45,08/10/2011 12:00:00 AM
BOBS HOLE NBS,WAYNE,BROOK TROUT,615,3.27,07/26/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,500,10.14,06/21/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,500,9.720000000000001,06/27/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,506,10.01,07/06/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,506,10.01,07/11/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,500,10.16,07/18/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,500,10.51,07/29/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,500,10.33,08/10/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,500,10.9,09/01/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,510,11.37,09/13/2011 12:00:00 AM
BOULGER POND,SANPETE,RAINBOW,500,11.37,09/21/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,WIPER,135,3.41,03/15/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,701,10.6,03/24/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,800,10.6,04/04/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,1435,10.68,04/11/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW ALBINO,1003,8.16,04/22/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,923,10.68,04/22/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW ALBINO,899,8.77,05/05/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,BULLHEAD CHANNEL CAT,670,17.07,05/25/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,BULLHEAD CHANNEL CAT,770,16.3,06/14/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,BULLHEAD CHANNEL CAT,600,14.06,06/29/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,BULLHEAD CHANNEL CAT,600,14.06,06/29/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,BULLHEAD CHANNEL CAT,1200,12.77,07/21/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,BULLHEAD CHANNEL CAT,1200,14.06,08/09/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,BULLHEAD CHANNEL CAT,600,14.06,08/30/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,1001,10.32,09/07/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,1001,10.32,09/13/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,LAKE TROUT,168,24.96,09/13/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,BULLHEAD CHANNEL CAT,4000,3.95,09/13/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,806,12.65,09/14/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,LAKE TROUT,168,24.96,09/14/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,1001,9.69,09/21/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,1001,9.69,09/26/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,1000,11.6,09/27/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,1001,9.69,10/04/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW ALBINO,1301,11.37,10/04/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW,999,9.58,10/12/2011 12:00:00 AM
BOUNTIFUL POND,DAVIS,RAINBOW ALBINO,1360,11.37,10/13/2011 12:00:00 AM
"BOWNS RES, LOWER",GARFIELD,RAINBOW,14001,3.64,06/13/2011 12:00:00 AM
"BOWNS RES, LOWER",GARFIELD,TIGER TROUT,506,5.07,08/16/2011 12:00:00 AM
"BOX CR RES, LOWER",PIUTE,RAINBOW,1216,10.27,06/06/2011 12:00:00 AM
"BOX CR RES, LOWER",PIUTE,RAINBOW,789,10.37,06/27/2011 12:00:00 AM
"BOX CR RES, LOWER",PIUTE,BROOK TROUT,1573,3.27,07/28/2011 12:00:00 AM
"BOX CR RES, UPPER",PIUTE,RAINBOW,1293,10.27,06/06/2011 12:00:00 AM
"BOX CR RES, UPPER",PIUTE,RAINBOW,716,10.37,06/27/2011 12:00:00 AM
"BOX CR RES, UPPER",PIUTE,BROOK TROUT,1573,3.27,07/28/2011 12:00:00 AM
BOX RES,UTAH,RAINBOW,441,10.16,06/14/2011 12:00:00 AM
BOX RES,UTAH,RAINBOW,440,10.01,06/22/2011 12:00:00 AM
BOX RES,UTAH,RAINBOW,439,9.720000000000001,06/28/2011 12:00:00 AM
BOX RES,UTAH,RAINBOW,439,10.16,07/18/2011 12:00:00 AM
BOX RES,UTAH,RAINBOW,441,10.16,08/02/2011 12:00:00 AM
BOX RES,UTAH,RAINBOW,440,10.33,08/17/2011 12:00:00 AM
BRAD'S SECRET,SANPETE,BROOK TROUT,356,2.45,08/10/2011 12:00:00 AM
BRIDGER L G-20,SUMMIT,RAINBOW,1500,9.970000000000001,06/14/2011 12:00:00 AM
BRIDGER L G-20,SUMMIT,RAINBOW,499,9.970000000000001,06/14/2011 12:00:00 AM
BRIDGER L G-20,SUMMIT,RAINBOW,1500,9.56,06/28/2011 12:00:00 AM
BRIDGER L G-20,SUMMIT,RAINBOW,1500,10.130000000000001,07/11/2011 12:00:00 AM
BRIDGER L G-20,SUMMIT,RAINBOW,1499,10.130000000000001,07/27/2011 12:00:00 AM
BRIDGER L G-20,SUMMIT,RAINBOW,1499,8.630000000000001,08/09/2011 12:00:00 AM
BRINKLEY L RC-4,DUCHESNE,BROOK TROUT,605,2.45,08/04/2011 12:00:00 AM
BROOK L U-54,DUCHESNE,BROOK TROUT,997,2.45,08/04/2011 12:00:00 AM
BROUGH RES,UINTAH,RAINBOW,459,9.75,05/24/2011 12:00:00 AM
BROUGH RES,UINTAH,BROWN TROUT,804,4.03,06/07/2011 12:00:00 AM
BROUGH RES,UINTAH,BROWN TROUT,2002,5.16,08/15/2011 12:00:00 AM
BROUGH RES,UINTAH,RAINBOW,5043,4.3,09/26/2011 12:00:00 AM
BROUGH RES,UINTAH,RAINBOW,4050,6.85,10/03/2011 12:00:00 AM
BROWNE L,DAGGETT,RAINBOW,575,10,06/22/2011 12:00:00 AM
BROWNE L,DAGGETT,RAINBOW,575,10.28,07/26/2011 12:00:00 AM
BROWNS DRAW RES,DUCHESNE,RAINBOW,30096,2.54,07/08/2011 12:00:00 AM
BULLOCK RES,UINTAH,MUSKIE TIGER,40,5.5,08/05/2011 12:00:00 AM
BURCH CR,WEBER,RAINBOW,101,11.6,06/29/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1500,9.93,03/14/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1081,10.36,04/07/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1000,10.95,04/27/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1501,10.36,04/28/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1001,9.130000000000001,05/11/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,500,10.51,05/19/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,750,9.86,06/08/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,750,9.86,06/08/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1001,10.01,06/21/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1000,10.3,07/18/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1000,10.16,08/08/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1000,10.33,08/22/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1005,11.37,09/12/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW,1005,11.63,09/28/2011 12:00:00 AM
BURRASTON PONDS,JUAB,RAINBOW ALBINO,104,14.58,10/31/2011 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,605,9.970000000000001,07/18/2011 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,601,10.130000000000001,07/27/2011 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,601,9.16,08/03/2011 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,599,8.630000000000001,08/09/2011 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,599,8.630000000000001,08/17/2011 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,600,10.119999999999999,08/23/2011 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,600,10.119999999999999,08/29/2011 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,601,9.74,09/07/2011 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,601,9.699999999999999,09/14/2011 12:00:00 AM
CALDER RES,UINTAH,RAINBOW,6080,2.54,07/08/2011 12:00:00 AM
CAMP KOSTOPAULUS,SALT LAKE,RAINBOW,441,10.51,05/17/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW ALBINO,401,10.039999999999999,03/23/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,400,10.36,03/28/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,400,10.36,04/06/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,400,10.7,04/12/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,399,9.02,05/02/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW ALBINO,0,10.039999999999999,05/04/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW ALBINO,399,10.039999999999999,05/04/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,501,11.6,05/31/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,400,11.6,06/23/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,300,10.33,08/29/2011 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,371,11.37,09/08/2011 12:00:00 AM
CARBON CNTY P,CARBON,RAINBOW,3003,10.16,08/03/2011 12:00:00 AM
CARBON CNTY P,CARBON,RAINBOW,600,10.33,08/25/2011 12:00:00 AM
CARBON CNTY P,CARBON,BULLHEAD CHANNEL CAT,501,3.95,09/13/2011 12:00:00 AM
CARBON CNTY P,CARBON,RAINBOW,3001,9.56,09/27/2011 12:00:00 AM
CART CR,DAGGETT,RAINBOW,823,10.28,07/22/2011 12:00:00 AM
CARTER CR,DAGGETT,RAINBOW,658,10.28,07/22/2011 12:00:00 AM
CASPERS POND,CACHE,RAINBOW,1000,11.37,06/28/2011 12:00:00 AM
CASPERS POND,CACHE,RAINBOW,501,11.6,06/30/2011 12:00:00 AM
CASTLE L D-14,DUCHESNE,TIGER TROUT,1352,2.94,08/01/2011 12:00:00 AM
CASTLE L W-67,SUMMIT,TIGER TROUT,1352,2.94,08/01/2011 12:00:00 AM
CATHERINE L,SALT LAKE,BROOK TROUT,1193,2.45,08/01/2011 12:00:00 AM
CAUSEY RES,WEBER,RAINBOW,2668,10.58,05/17/2011 12:00:00 AM
CAUSEY RES,WEBER,RAINBOW,1334,10.58,05/17/2011 12:00:00 AM
CAUSEY RES,WEBER,RAINBOW,2668,10.58,05/17/2011 12:00:00 AM
CAUSEY RES,WEBER,RAINBOW,1334,10.58,05/17/2011 12:00:00 AM
CAUSEY RES,WEBER,TIGER TROUT,30010,3.75,08/09/2011 12:00:00 AM
CEDARVIEW RES,DUCHESNE,RAINBOW,2000,10.44,11/08/2011 12:00:00 AM
CHALK CR,MILLARD,RAINBOW,250,10.45,06/29/2011 12:00:00 AM
CHALK CR,MILLARD,RAINBOW,251,10.35,07/21/2011 12:00:00 AM
CHUCK L BTN,GARFIELD,BROOK TROUT,107,3.27,07/28/2011 12:00:00 AM
CHUCK L BTN,GARFIELD,CUTTHROAT,543,1.74,09/20/2011 12:00:00 AM
CLAY BASIN,DUCHESNE,RAINBOW,18216,1.82,07/11/2011 12:00:00 AM
CLAY BASIN,DUCHESNE,RAINBOW,23184,1.82,07/26/2011 12:00:00 AM
CLEVELAND RES,EMERY,RAINBOW,1250,10.33,06/22/2011 12:00:00 AM
CLEVELAND RES,EMERY,RAINBOW,1250,10.33,06/22/2011 12:00:00 AM
CLEVELAND RES,EMERY,RAINBOW,1250,10.32,07/21/2011 12:00:00 AM
CLEVELAND RES,EMERY,RAINBOW,1250,10.32,07/21/2011 12:00:00 AM
CLIFF L A-34,SUMMIT,TIGER TROUT,603,2.94,08/01/2011 12:00:00 AM
CLIFF L G-5,SUMMIT,TIGER TROUT,4306,4.02,08/03/2011 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,420,10.6,03/31/2011 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,820,10.68,04/15/2011 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,299,10.68,04/26/2011 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW ALBINO,501,8.66,05/03/2011 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,05/25/2011 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,385,16.3,06/14/2011 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,600,12.77,07/21/2011 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,600,14.06,08/30/2011 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,502,9.69,09/15/2011 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,499,9.69,09/22/2011 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,301,11.6,09/27/2011 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,399,9.58,10/12/2011 12:00:00 AM
CLINTON POND,DAVIS,BROOK TROUT,100,14.94,11/16/2011 12:00:00 AM
