Water name,County,Species,Quantity,Average length,Date stocked
ABERDUNK L FL,SEVIER,TIGER TROUT,100,3.73,06/11/2014 12:00:00 AM
ABES RES,SEVIER,CUTTHROAT,131,1.87,09/10/2014 12:00:00 AM
ACADEMY MILL RES,SANPETE,TIGER TROUT,2295,2.75,06/12/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,1500,10.14,03/03/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,2499,9.029999999999999,03/24/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,1502,9.119999999999999,04/07/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,1501,9.1,04/21/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,1999,9.39,04/28/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,2000,9.130000000000001,05/19/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,0,9.32,05/19/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,746,12.07,05/19/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,1500,10,05/29/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,BASS LARGEMOUTH,4960,1.48,08/14/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,1000,8.630000000000001,08/25/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,1599,9.199999999999999,09/10/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,501,9.18,09/30/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,2998,8.91,10/08/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,338,16.670000000000002,12/18/2014 12:00:00 AM
ADAMS RESERVOIR,DAVIS,RAINBOW,338,16.670000000000002,12/18/2014 12:00:00 AM
AMERICAN FK CR,UTAH,RAINBOW,401,9.199999999999999,06/03/2014 12:00:00 AM
AMERICAN FK CR,UTAH,RAINBOW,401,9.300000000000001,06/27/2014 12:00:00 AM
AMERICAN FK CR,UTAH,RAINBOW,1001,9.300000000000001,06/30/2014 12:00:00 AM
AMERICAN FK CR,UTAH,RAINBOW,1001,9.33,07/14/2014 12:00:00 AM
AMERICAN FK CR,UTAH,RAINBOW,1000,7.96,08/11/2014 12:00:00 AM
"AMERICAN FK CR, N FK",UTAH,RAINBOW,401,9.199999999999999,06/03/2014 12:00:00 AM
"AMERICAN FK CR, N FK",UTAH,RAINBOW,700,9.300000000000001,06/27/2014 12:00:00 AM
"AMERICAN FK CR, N FK",UTAH,RAINBOW,799,9.300000000000001,06/30/2014 12:00:00 AM
"AMERICAN FK CR, N FK",UTAH,RAINBOW,400,9.33,07/14/2014 12:00:00 AM
"AMERICAN FK CR, N FK",UTAH,RAINBOW,782,7.96,08/11/2014 12:00:00 AM
AMLEN L X-99,DUCHESNE,BROOK TROUT,603,2.43,07/02/2014 12:00:00 AM
ANDERSON L X-117,DUCHESNE,BROOK TROUT,581,2.43,07/02/2014 12:00:00 AM
ANNABELLA RES,SEVIER,RAINBOW,801,8.369999999999999,06/09/2014 12:00:00 AM
ANTIMONY L EMW,GARFIELD,RAINBOW,500,3.67,05/28/2014 12:00:00 AM
ANTIMONY L EMW,GARFIELD,BROOK TROUT,59,3.11,08/15/2014 12:00:00 AM
ASAY CR,GARFIELD,BROWN TROUT,6003,3.93,04/24/2014 12:00:00 AM
ASAY CR,GARFIELD,RAINBOW,424,8.34,05/13/2014 12:00:00 AM
ASAY CR,GARFIELD,RAINBOW,424,8.210000000000001,06/11/2014 12:00:00 AM
ASAY CR,GARFIELD,RAINBOW,425,8.73,07/07/2014 12:00:00 AM
ASAY CR,GARFIELD,RAINBOW,473,9.380000000000001,08/11/2014 12:00:00 AM
ASAY CR,GARFIELD,CUTTHROAT,5115,2.03,09/15/2014 12:00:00 AM
ASHLEY CR (KIDS CAN),UINTAH,RAINBOW,368,3.01,05/20/2014 12:00:00 AM
"ASHLEY CR, S FK",UINTAH,RAINBOW,203,8.16,06/30/2014 12:00:00 AM
"ASHLEY CR, S FK",UINTAH,RAINBOW,215,10,07/25/2014 12:00:00 AM
ASHLEY TWIN L GR-35,UINTAH,BROOK TROUT,2101,2.43,07/02/2014 12:00:00 AM
ASPEN MIRROR L,KANE,RAINBOW,1099,8.34,05/13/2014 12:00:00 AM
ASPEN MIRROR L,KANE,RAINBOW,1101,8.15,06/04/2014 12:00:00 AM
ASPEN MIRROR L,KANE,BROOK TROUT,512,2.1,06/17/2014 12:00:00 AM
ASPEN MIRROR L,KANE,RAINBOW,1009,8.6,06/23/2014 12:00:00 AM
ASPEN MIRROR L,KANE,RAINBOW,1112,8.73,07/08/2014 12:00:00 AM
ASPEN MIRROR L,KANE,RAINBOW,1106,8.65,07/21/2014 12:00:00 AM
ASPEN MIRROR L,KANE,RAINBOW,1078,9.380000000000001,08/12/2014 12:00:00 AM
ATWOOD L U-16,DUCHESNE,GOLDEN TROUT,600,1.53,09/24/2014 12:00:00 AM
AVERETT CYN P,WASATCH,CUTTHROAT,113,7.49,07/14/2014 12:00:00 AM
BAKER L BR-45,SUMMIT,TIGER TROUT,360,3.73,06/24/2014 12:00:00 AM
BAKER RES,WASHINGTON,RAINBOW,3500,8.43,03/05/2014 12:00:00 AM
BAKER RES,WASHINGTON,RAINBOW,3596,8.49,09/22/2014 12:00:00 AM
BAKER SP,BOX ELDER,RAINBOW,499,9.460000000000001,02/18/2014 12:00:00 AM
BAKER SP,BOX ELDER,RAINBOW,497,9.130000000000001,04/15/2014 12:00:00 AM
BAKER SP,BOX ELDER,RAINBOW,1050,9.130000000000001,10/15/2014 12:00:00 AM
BAR M SP,BOX ELDER,RAINBOW,499,9.460000000000001,02/18/2014 12:00:00 AM
BAR M SP,BOX ELDER,RAINBOW,497,9.130000000000001,04/15/2014 12:00:00 AM
BAR M SP,BOX ELDER,RAINBOW,1053,9.130000000000001,10/15/2014 12:00:00 AM
BAR M SP,BOX ELDER,RAINBOW,702,9.289999999999999,12/01/2014 12:00:00 AM
BARKER RES NCL,GARFIELD,RAINBOW,1505,8.199999999999999,05/15/2014 12:00:00 AM
BARKER RES NCL,GARFIELD,BROOK TROUT,527,2.28,06/13/2014 12:00:00 AM
"BARKER RES,LOWER NCL",GARFIELD,RAINBOW,504,8.199999999999999,05/15/2014 12:00:00 AM
"BARKER RES,LOWER NCL",GARFIELD,TIGER TROUT,100,3.73,06/11/2014 12:00:00 AM
BARNEY L,SEVIER,CUTTHROAT,2226,7.3,06/10/2014 12:00:00 AM
BARNEY L,SEVIER,TIGER TROUT,525,5.58,08/25/2014 12:00:00 AM
BASTIAN RES,GARFIELD,TIGER TROUT,1510,2.75,06/12/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,18960,7.06,04/28/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,14813,7.06,04/29/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,19408,7.62,04/29/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,20148,7.61,04/29/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,19458,7.61,04/30/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,20444,7.6,04/30/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,25535,7.6,05/01/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,13650,7.57,05/01/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,26813,7.76,05/02/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,10812,4.33,10/15/2014 12:00:00 AM
BEAR L,RICH,CUTTHROAT,21985,4.33,10/15/2014 12:00:00 AM
BEAR L G-7,SUMMIT,BROOK TROUT,2077,2.4,06/19/2014 12:00:00 AM
BEAR R,SUMMIT,CUTTHROAT,34800,2.43,10/13/2014 12:00:00 AM
"BEAR R, E FK",SUMMIT,RAINBOW,299,10.28,06/10/2014 12:00:00 AM
"BEAR R, E FK",SUMMIT,RAINBOW,300,10.14,06/26/2014 12:00:00 AM
"BEAR R, E FK",SUMMIT,RAINBOW,300,10.77,07/09/2014 12:00:00 AM
