Water name,County,Species,Quantity,Average length,Date stocked
BAKER SP,BOX ELDER,RAINBOW,700,9.12,11/02/2017
BAR M SP,BOX ELDER,RAINBOW,327,9.14,03/07/2017
BAR M SP,BOX ELDER,RAINBOW,672,9.27,03/22/2017
BAR M SP,BOX ELDER,RAINBOW,700,9.63,10/11/2017
BAR M SP,BOX ELDER,RAINBOW,700,9.12,11/02/2017
BARKER RES NCL,GARFIELD,RAINBOW,1501,9.51,05/23/2017
BARKER RES NCL,GARFIELD,BROOK TROUT,511,2.39,06/26/2017
BARKER RES NCL,GARFIELD,SPLAKE,0,3.12,06/26/2017
"BARKER RES,LOWER NCL",GARFIELD,SPLAKE,209,3.12,06/26/2017
"BARKER RES,LOWER NCL",GARFIELD,TIGER TROUT,200,2.71,06/26/2017
BARNARD CR,DAVIS,CUTTHROAT,750,6.59,07/27/2017
BARNEY L,SEVIER,TIGER TROUT,748,6.02,08/02/2017
BARNEY L,SEVIER,CUTTHROAT,5335,1.81,09/10/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,1401,8.51,03/30/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,1097,8.51,04/03/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,501,8.5,04/17/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,501,8.5,05/10/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,50,23.21,05/16/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,497,8.9,05/17/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,105,23.21,05/22/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,1001,8.94,06/13/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,1004,8.98,07/12/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,999,9.54,07/13/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,1212,9.85,08/01/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,603,9.75,09/13/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,603,9.75,09/20/2017
BARTHOLOMEW PARK POND,UTAH,RAINBOW,603,9.75,09/26/2017
BASTIAN RES,GARFIELD,TIGER TROUT,1500,2.71,06/28/2017
BEAR L,RICH,CUTTHROAT,8224,8.22,05/04/2017
BEAR L,RICH,CUTTHROAT,16448,8.22,05/04/2017
BEAR L,RICH,CUTTHROAT,8224,8.22,05/04/2017
BEAR L,RICH,CUTTHROAT,1131,8.22,05/05/2017
BEAR L,RICH,CUTTHROAT,49889,6.97,05/15/2017
BEAR L,RICH,CUTTHROAT,27365,6.97,05/16/2017
BEAR L,RICH,CUTTHROAT,53552,6.97,05/16/2017
BEAR L,RICH,CUTTHROAT,14735,6.97,05/17/2017
BEAR L,RICH,CUTTHROAT,19646,2.96,10/30/2017
BEAR R,SUMMIT,RAINBOW,399,10.03,06/27/2017
BEAR R,SUMMIT,RAINBOW,300,10.6,07/05/2017
BEAR R,SUMMIT,RAINBOW,100,10.98,07/17/2017
BEAR R,SUMMIT,RAINBOW,100,10.68,07/31/2017
"BEAR R, E FK",SUMMIT,RAINBOW,300,10.6,07/05/2017
"BEAR R, E FK",SUMMIT,RAINBOW,299,10.98,07/17/2017
"BEAR R, E FK",SUMMIT,RAINBOW,299,10.68,07/31/2017
BEARD L U-74,DUCHESNE,BROOK TROUT,465,2.53,07/09/2017
BEAVER CR,SUMMIT,RAINBOW,201,9.73,06/28/2017
BEAVER CR,SUMMIT,RAINBOW,200,10.96,07/05/2017
BEAVER CR,SUMMIT,RAINBOW,200,10.98,07/19/2017
BEAVER CR,SUMMIT,RAINBOW,200,10.77,07/25/2017
BEAVER CR,SUMMIT,RAINBOW,201,10.68,08/07/2017
BEAVER L BR-10,SUMMIT,RAINBOW,2000,10.24,06/21/2017
BEAVER R,BEAVER,BROOK TROUT,188,17.1,03/14/2017
BEAVER R,BEAVER,RAINBOW,1110,10.33,05/02/2017
BEAVER R,BEAVER,RAINBOW,457,9.51,05/23/2017
BEAVER R,BEAVER,RAINBOW,4069,3.4,06/06/2017
BEAVER R,BEAVER,RAINBOW,891,10.1,06/06/2017
BEAVER R,BEAVER,BROWN TROUT,8355,3.62,06/07/2017
BEAVER R,BEAVER,BROWN TROUT,4735,3.62,06/07/2017
BEAVER R,BEAVER,RAINBOW,454,9.96,06/27/2017
BEAVER R,BEAVER,RAINBOW,445,9.84,07/13/2017
BEAVER R,BEAVER,RAINBOW,440,9.79,08/01/2017
BECKY L WR-77,DUCHESNE,BROOK TROUT,341,2.53,07/09/2017
BEDGROUND L Z-46,DUCHESNE,GRAYLING ARCTIC,302,2.79,09/25/2017
BEE TREE,SANPETE,BROOK TROUT,200,3.16,08/08/2017
BENCHS POND,SANPETE,RAINBOW,999,8.77,06/02/2017
BENCHS POND,SANPETE,RAINBOW,1000,9.32,06/21/2017
BENCHS POND,SANPETE,RAINBOW,500,9.62,07/12/2017
BENCHS POND,SANPETE,RAINBOW,1002,9.94,08/09/2017
BENCHS POND,SANPETE,RAINBOW,1501,9.75,09/20/2017
BERT L GR-62,UINTAH,GRAYLING ARCTIC,278,2.79,09/20/2017
BESS L BTN,GARFIELD,BROOK TROUT,255,2.55,06/26/2017
BESS L BTN,GARFIELD,GRAYLING ARCTIC,250,2.79,09/18/2017
BETH L A-6,SUMMIT,BROOK TROUT,503,2.29,07/12/2017
BETSEY L X-7,DUCHESNE,CUTTHROAT,3998,1.62,09/25/2017
BIG BEAR CR,SANPETE,CUTTHROAT,5004,1.78,10/04/2017
BIG DOG L X-32,DUCHESNE,GRAYLING ARCTIC,808,2.79,09/25/2017
"BIG HOLLOW, UPPER",GARFIELD,CUTTHROAT,435,7.02,06/14/2017
BIG L,SEVIER,RAINBOW,2717,10.1,05/31/2017
BIG L BTS,GARFIELD,BROOK TROUT,210,2.55,06/26/2017
BIG L BTS,GARFIELD,GRAYLING ARCTIC,500,2.79,09/18/2017
BIG SANDWASH RES,DUCHESNE,WALLEYE,174100,0.28,04/05/2017
BIG SANDWASH RES,DUCHESNE,RAINBOW,4678,5.9,05/01/2017
BIG SANDWASH RES,DUCHESNE,RAINBOW,9113,5.9,05/01/2017
BIG SANDWASH RES,DUCHESNE,RAINBOW,2001,11.08,05/28/2017
BIG SANDWASH RES,DUCHESNE,RAINBOW,3497,7,05/29/2017
BIG SANDWASH RES,DUCHESNE,RAINBOW,3498,7.47,05/29/2017
BIG SANDWASH RES,DUCHESNE,BROWN TROUT,2500,2.36,05/29/2017
BIG SANDWASH RES,DUCHESNE,BROWN TROUT,7997,3.31,06/28/2017
BIRCH CR RES,RICH,RAINBOW,20100,2.65,08/01/2017
BIRCH CR RES,RICH,TIGER TROUT,30300,2.91,08/01/2017
BLACK HOLE,SANPETE,BROOK TROUT,103,3.16,08/08/2017
BLACKSMITH FK,CACHE,RAINBOW,899,8.43,06/13/2017
BLANCHE L,SALT LAKE,BROOK TROUT,999,2.38,06/28/2017
BLANCHE L,SALT LAKE,GRAYLING ARCTIC,3016,2.79,09/25/2017
BLANDING RES NO 3,SAN JUAN,RAINBOW,1500,9.64,03/20/2017
BLANDING RES NO 3,SAN JUAN,RAINBOW,748,9.54,05/17/2017
BLANDING RES NO 3,SAN JUAN,RAINBOW,732,9.76,07/25/2017
BLANDING RES NO 3,SAN JUAN,RAINBOW,1608,9.6,09/21/2017
BLANDING RES NO 4,SAN JUAN,RAINBOW,2538,9.64,03/20/2017
BLANDING RES NO 4,SAN JUAN,RAINBOW,955,9.54,05/17/2017
BLANDING RES NO 4,SAN JUAN,TIGER TROUT,4550,3.55,05/17/2017
BLANDING RES NO 4,SAN JUAN,RAINBOW,2010,9.6,09/21/2017
BLIND L NBS,WAYNE,RAINBOW,5052,3.08,06/25/2017
BLIND L NBS,WAYNE,CUTTHROAT,8028,1.6,09/18/2017
BLIND L NBS,WAYNE,GRAYLING ARCTIC,3001,2.79,09/18/2017
BLIND L TLM,WAYNE,BROOK TROUT,105,2.55,06/26/2017
BLUE L,SAN JUAN,RAINBOW,715,10.06,06/21/2017
BLUE L,SANPETE,TIGER TROUT,500,2.71,06/26/2017
BLUE L,BEAVER,TIGER TROUT,200,2.71,06/28/2017
BLUE L,SAN JUAN,RAINBOW,288,9.76,07/25/2017
BLUE L,SANPETE,GRAYLING ARCTIC,1500,2.79,09/18/2017
BLUE L A-5,SUMMIT,BROOK TROUT,608,2.29,07/12/2017
BLUE L GT,GARFIELD,GRAYLING ARCTIC,250,2.79,09/18/2017
BLUE RIBBON #1,SANPETE,BROOK TROUT,75,3.16,08/08/2017
BLUE RIBBON #2,SANPETE,BROOK TROUT,75,3.16,08/08/2017
BLYTHE L Z-20,DUCHESNE,BROOK TROUT,691,2.29,07/12/2017
BOBS HOLE NBS,WAYNE,BROOK TROUT,201,2.39,06/26/2017
BOBS HOLE NBS,WAYNE,TIGER TROUT,50,2.71,06/26/2017
BONNIE L Z-6,DUCHESNE,BROOK TROUT,608,2.29,07/12/2017
BOOKER L A-35,SUMMIT,BROOK TROUT,398,2.29,07/12/2017
BOULGER POND,SANPETE,RAINBOW,2405,8.77,06/02/2017
BOULGER POND,SANPETE,RAINBOW,401,9.32,06/21/2017
BOULGER POND,SANPETE,RAINBOW,399,9.62,07/12/2017
BOULGER POND,SANPETE,RAINBOW,1204,9.94,08/09/2017
BOULGER POND,SANPETE,RAINBOW,599,9.75,09/20/2017
BOUNTIFUL POND,DAVIS,RAINBOW,1000,9.83,03/01/2017
BOUNTIFUL POND,DAVIS,RAINBOW,1001,9.31,03/08/2017
BOUNTIFUL POND,DAVIS,RAINBOW,2000,9.29,03/29/2017
BOUNTIFUL POND,DAVIS,WIPER,67,8.41,04/06/2017
BOUNTIFUL POND,DAVIS,WIPER,650,10.77,04/06/2017
BOUNTIFUL POND,DAVIS,WIPER,650,10.77,04/06/2017
BOUNTIFUL POND,DAVIS,RAINBOW,2000,9.29,04/11/2017
BOUNTIFUL POND,DAVIS,RAINBOW,2000,9.29,04/24/2017
BOUNTIFUL POND,DAVIS,RAINBOW,2002,9.14,05/02/2017
BOUNTIFUL POND,DAVIS,RAINBOW,2000,9.29,05/22/2017
BOUNTIFUL POND,DAVIS,RAINBOW,2001,9.28,06/05/2017
BOUNTIFUL POND,DAVIS,CHANNEL CATFISH,1000,13.57,06/08/2017
BOUNTIFUL POND,DAVIS,CHANNEL CATFISH,1000,13.57,06/08/2017
BOUNTIFUL POND,DAVIS,CHANNEL CATFISH,575,13.57,06/22/2017
BOUNTIFUL POND,DAVIS,CHANNEL CATFISH,1150,13.57,06/23/2017
BOUNTIFUL POND,DAVIS,RAINBOW,999,9.41,09/19/2017
BOUNTIFUL POND,DAVIS,RAINBOW,999,9.41,10/04/2017
BOUNTIFUL POND,DAVIS,RAINBOW,1901,9.21,10/17/2017
BOUNTIFUL POND,DAVIS,RAINBOW,999,9.4,10/30/2017
BOUNTIFUL POND,DAVIS,RAINBOW,2000,9.18,11/06/2017
BOUNTIFUL POND,DAVIS,BROOK TROUT,174,12.92,12/19/2017
BOUNTIFUL POND,DAVIS,BROOK TROUT,1224,11.83,12/19/2017
BOUNTIFUL POND,DAVIS,BROOK TROUT,846,11.83,12/19/2017
BOUNTIFUL POND,DAVIS,BROOK TROUT,84,16.09,12/19/2017
"BOWNS RES, LOWER",GARFIELD,TIGER TROUT,2005,3.55,04/25/2017
"BOWNS RES, LOWER",GARFIELD,RAINBOW,12029,3.32,05/30/2017
"BOX CR RES, LOWER",PIUTE,TIGER TROUT,1003,3.55,04/25/2017
"BOX CR RES, LOWER",PIUTE,RAINBOW,2000,9.54,05/16/2017
"BOX CR RES, UPPER",PIUTE,TIGER TROUT,1003,3.55,04/25/2017
"BOX CR RES, UPPER",PIUTE,RAINBOW,2000,9.54,05/16/2017
"BOX CR RES, UPPER",PIUTE,SPLAKE,507,3.12,06/26/2017
"BOX CR RES, UPPER",PIUTE,CUTTHROAT,10020,2.05,09/26/2017
BOX RES,UTAH,RAINBOW,1099,8.94,05/30/2017
BOX RES,UTAH,RAINBOW,497,8.94,06/13/2017
BOX RES,UTAH,RAINBOW,500,9.32,06/21/2017
BOX RES,UTAH,RAINBOW,501,9.54,07/26/2017
BR-24,SUMMIT,TIGER TROUT,248,2.63,07/11/2017
BR-55,SUMMIT,BROOK TROUT,230,2.29,07/12/2017
BRAD'S SECRET,SANPETE,BROOK TROUT,150,3.16,08/08/2017
BRIAN HEAD POND,IRON,TIGER TROUT,1001,9.31,05/30/2017
BRIAN HEAD POND,IRON,RAINBOW,1200,10.17,05/31/2017
BRIAN HEAD POND,IRON,RAINBOW,1076,9.84,07/13/2017
BRIAN HEAD POND,IRON,RAINBOW,988,9.79,08/01/2017
BRIAN HEAD POND,IRON,RAINBOW,752,9.83,08/22/2017
BRIDGER L G-20,SUMMIT,RAINBOW,1999,9.87,06/07/2017
BRIDGER L G-20,SUMMIT,RAINBOW,1506,10.01,06/19/2017
BRIDGER L G-20,SUMMIT,RAINBOW,1499,10.07,06/27/2017
BRIDGER L G-20,SUMMIT,BROOK TROUT,2095,2.29,07/12/2017
BRIDGER L G-20,SUMMIT,RAINBOW,1499,10.98,07/17/2017
BRIDGER L G-20,SUMMIT,RAINBOW,1499,10.68,08/07/2017
BROOK L U-54,DUCHESNE,BROOK TROUT,1023,2.53,07/09/2017
BROUGH RES,UINTAH,BROWN TROUT,3200,2.36,05/29/2017
BROUGH RES,UINTAH,RAINBOW,2800,10.17,09/29/2017
BROUGH RES,UINTAH,RAINBOW,3036,7.45,10/24/2017
BROWNE L,DAGGETT,CUTTHROAT,1890,5.14,06/12/2017
BROWNE L,DAGGETT,RAINBOW,4999,4.48,06/12/2017
BROWNE L,DAGGETT,RAINBOW,5495,5.7,07/17/2017
BROWNS DRAW RES,DUCHESNE,TIGER TROUT,4300,3.15,05/02/2017
BROWNS DRAW RES,DUCHESNE,RAINBOW,19968,2.89,05/11/2017
BRUSH CR,UINTAH,CUTTHROAT,1996,5.5,06/12/2017
BUD L Z-2,DUCHESNE,BROOK TROUT,566,2.29,07/12/2017
BULLOCK RES,UINTAH,MUSKIE TIGER,1500,1.71,04/25/2017
BULLOCK RES,UINTAH,WIPER,3599,2.05,07/12/2017
BURRASTON PONDS,JUAB,RAINBOW,701,9.31,03/14/2017
BURRASTON PONDS,JUAB,RAINBOW,700,8.94,04/11/2017
BURRASTON PONDS,JUAB,RAINBOW,700,9.2,04/25/2017
BURRASTON PONDS,JUAB,RAINBOW,700,9.14,05/03/2017
BURRASTON PONDS,JUAB,RAINBOW,700,9.34,05/08/2017
BURRASTON PONDS,JUAB,RAINBOW,702,9.36,05/17/2017
BURRASTON PONDS,JUAB,RAINBOW,699,9.29,05/31/2017
BURRASTON PONDS,JUAB,RAINBOW,702,9.28,06/05/2017
BURRASTON PONDS,JUAB,RAINBOW,701,9.28,06/12/2017
BURRASTON PONDS,JUAB,RAINBOW,698,9.28,06/19/2017
BURRASTON PONDS,JUAB,RAINBOW,701,9.28,06/26/2017
BURRASTON PONDS,JUAB,RAINBOW,701,9.43,07/05/2017
BURRASTON PONDS,JUAB,RAINBOW,701,9.43,07/11/2017
BURRASTON PONDS,JUAB,RAINBOW,700,9.43,07/18/2017
BURRASTON PONDS,JUAB,RAINBOW,699,9.52,07/31/2017
BURRASTON PONDS,JUAB,RAINBOW,699,9.52,08/07/2017
BURRASTON PONDS,JUAB,RAINBOW,700,9.63,08/14/2017
BURRASTON PONDS,JUAB,RAINBOW,700,9.63,08/22/2017
BURRASTON PONDS,JUAB,RAINBOW,700,9.12,09/05/2017
BURRASTON PONDS,JUAB,RAINBOW,399,9.12,09/11/2017
BURRASTON PONDS,JUAB,RAINBOW,301,9.34,10/02/2017
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,300,8.98,06/27/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,399,10.03,06/27/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,399,10.6,07/05/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,399,10.6,07/10/2017
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,399,9.92,07/12/2017
BUTTERFLY L Z-1,DUCHESNE,BROOK TROUT,503,2.29,07/12/2017
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,399,9.92,07/17/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,301,10.98,07/17/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,300,10.77,07/26/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,299,10.68,07/31/2017
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,399,9.92,07/31/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,299,10.68,08/07/2017
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,400,10.63,08/14/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,299,11.02,08/14/2017
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,405,10.63,08/17/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,399,11.44,08/22/2017
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,301,11.44,08/28/2017
CALDER RES,UINTAH,RAINBOW,4970,3.28,06/05/2017
CALDER RES,UINTAH,CUTTHROAT,3510,5.41,06/05/2017
CALDER RES,UINTAH,TIGER TROUT,1494,3.35,06/05/2017
CAMP KOSTOPAULUS,SALT LAKE,RAINBOW,400,9.36,05/17/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,499,9.27,03/21/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,350,8.94,04/11/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,350,9.2,04/25/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,500,9.14,05/02/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,350,9.34,05/08/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,51,15.83,05/30/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,449,9.29,06/01/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,351,9.28,06/12/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,351,9.28,06/26/2017
CANYON VIEW PARK PD,UTAH,RAINBOW,301,9.43,07/18/2017
CARBON CNTY P,CARBON,RAINBOW,1999,9.56,03/28/2017
CARBON CNTY P,CARBON,RAINBOW,1999,10.07,05/09/2017
CARBON CNTY P,CARBON,RAINBOW,990,11.24,06/13/2017
CARBON CNTY P,CARBON,RAINBOW,1003,7.51,06/13/2017
CARBON CNTY P,CARBON,RAINBOW,1000,7.88,06/26/2017
CARBON CNTY P,CARBON,RAINBOW,500,11.89,06/26/2017
CARBON CNTY P,CARBON,RAINBOW,500,9.75,08/25/2017
CARBON CNTY P,CARBON,CHANNEL CATFISH,499,3.89,09/20/2017
"CARROL L, UPPER X-18",DUCHESNE,BROOK TROUT,3519,2.53,07/09/2017
CART CR,DAGGETT,RAINBOW,411,11.24,06/09/2017
CART CR,DAGGETT,RAINBOW,410,9.09,07/20/2017
CASPERS POND,CACHE,RAINBOW,1003,6.12,05/12/2017
CASTLE CR,GARFIELD,CUTTHROAT,13026,2.05,09/25/2017
CATHERINE L,SALT LAKE,BROOK TROUT,1203,2.38,06/28/2017
CAUSEY RES,WEBER,RAINBOW,6715,8.59,05/02/2017
CAUSEY RES,WEBER,RAINBOW,4685,8.59,05/03/2017
CAUSEY RES,WEBER,TIGER TROUT,16983,3.83,06/26/2017
CAUSEY RES,WEBER,TIGER TROUT,17027,3.83,06/26/2017
CHALK CR,MILLARD,RAINBOW,250,9.63,06/28/2017
CHALK CR,MILLARD,TIGER TROUT,251,10.37,08/02/2017
CHARLIE SKINNER MEMORIAL,DAVIS,SUNFISH BLUEGILL,5000,2.88,10/19/2017
CHINA L G-21,SUMMIT,BROOK TROUT,6929,2.53,07/09/2017
CHUCK L BTN,GARFIELD,BROOK TROUT,105,2.55,06/26/2017
CIRCLE L BTS,GARFIELD,GRAYLING ARCTIC,500,2.79,09/18/2017
CIRQUE L WR-33,DUCHESNE,GRAYLING ARCTIC,681,2.79,09/20/2017
CLARK L NBS,WAYNE,GRAYLING ARCTIC,300,2.79,09/18/2017
CLEVELAND RES,EMERY,RAINBOW,1921,10.34,06/13/2017
CLEVELAND RES,EMERY,RAINBOW,1250,10.31,07/12/2017
CLEVELAND RES,EMERY,RAINBOW,1250,10.31,07/12/2017
CLIFF L G-5,SUMMIT,TIGER TROUT,3300,2.71,06/29/2017
CLINTON POND,DAVIS,RAINBOW,750,9.31,03/15/2017
CLINTON POND,DAVIS,RAINBOW,749,9.29,04/11/2017
CLINTON POND,DAVIS,RAINBOW,749,9.29,04/24/2017
CLINTON POND,DAVIS,RAINBOW,749,9.34,05/08/2017
CLINTON POND,DAVIS,CHANNEL CATFISH,350,15.29,05/11/2017
CLINTON POND,DAVIS,RAINBOW,100,23.21,05/19/2017
CLINTON POND,DAVIS,WIPER,426,9.41,06/01/2017
CLINTON POND,DAVIS,WIPER,426,9.41,06/01/2017
CLINTON POND,DAVIS,CHANNEL CATFISH,575,13.57,06/23/2017
CLINTON POND,DAVIS,RAINBOW,501,9.41,09/19/2017
CLINTON POND,DAVIS,RAINBOW,500,9.34,10/03/2017
CLINTON POND,DAVIS,RAINBOW,998,9.21,10/16/2017
CLINTON POND,DAVIS,RAINBOW,999,9.4,10/30/2017
COFFIN L GR-144,SUMMIT,TIGER TROUT,2000,2.71,06/29/2017
COLD SPRING L,SEVIER,RAINBOW,700,9.8,06/06/2017
COLD SPRING L,SEVIER,RAINBOW,705,9.72,07/10/2017
COLD SPRING L,SEVIER,RAINBOW,595,9.67,08/07/2017
COLD SPRING LAKES,BOX ELDER,RAINBOW,2287,9.76,05/31/2017
COLD SPRING LAKES,BOX ELDER,RAINBOW,2938,9.21,07/25/2017
COLEMAN RES NBS,WAYNE,RAINBOW,338,3.32,05/30/2017
COLEMAN RES NBS,WAYNE,BROOK TROUT,269,3.16,08/10/2017
COMMUNITY L,SANPETE,TIGER TROUT,984,3.76,05/23/2017
COMMUNITY L,SANPETE,RAINBOW,614,9.78,05/30/2017
COMMUNITY L,SANPETE,RAINBOW,51,15.83,06/06/2017
COMMUNITY L,SANPETE,RAINBOW,1058,10.01,06/07/2017
COMMUNITY L,SANPETE,RAINBOW,1236,9.32,06/29/2017
COMMUNITY L,SANPETE,RAINBOW,1212,10.24,08/03/2017
COOK L BT,WAYNE,RAINBOW,1001,10.06,06/22/2017
COOK L BT,WAYNE,BROOK TROUT,511,2.39,06/26/2017
COOK L BT,WAYNE,TIGER TROUT,100,2.71,06/26/2017
CORN CR,MILLARD,RAINBOW,250,9.63,06/28/2017
CORN CR,MILLARD,TIGER TROUT,251,10.37,08/02/2017
CORNER BEAVER #1,SANPETE,BROOK TROUT,200,3.16,08/08/2017
CORNER BEAVER #2,SANPETE,BROOK TROUT,200,3.16,08/08/2017
COTTONWOOD RES,UINTAH,MUSKIE TIGER,3149,1.72,04/25/2017
COTTONWOOD RES,UINTAH,BROWN TROUT,5000,2.36,05/29/2017
COTTONWOOD RES,UINTAH,WIPER,8400,2.05,07/12/2017
COTTONWOOD RES,UINTAH,CHANNEL CATFISH,8394,3.89,09/20/2017
COVE L,SANPETE,TIGER TROUT,1008,4.3,07/17/2017
COVE L,SANPETE,RAINBOW,1010,10.5,08/01/2017
COVE POND,SALT LAKE,RAINBOW,400,9.31,03/13/2017
COVE POND,SALT LAKE,RAINBOW,399,9.27,03/28/2017
COVE POND,SALT LAKE,RAINBOW,399,9.29,04/03/2017
COVE POND,SALT LAKE,RAINBOW,301,8.94,04/11/2017
COVE POND,SALT LAKE,RAINBOW,300,9.29,04/17/2017
