Water Name,County,Species,Quantity,Ave Length,Date
FOY L,SAN JUAN,RAINBOW,1681,9.6,06/06/2005 12:00:00 AM
FOY L,SAN JUAN,TIGER TROUT,1500,3.84,07/12/2005 12:00:00 AM
FOY L,SAN JUAN,RAINBOW,1441,9.960000000000001,07/13/2005 12:00:00 AM
FREMONT R,WAYNE,BROWN TROUT,2015,4.65,05/27/2005 12:00:00 AM
FREMONT R,WAYNE,BROWN TROUT,6019,4.65,05/27/2005 12:00:00 AM
FT BUENAVENTURA P,WEBER,RAINBOW,1170,10.6,06/09/2005 12:00:00 AM
G- 52,SUMMIT,BROOK TROUT,295,2.65,07/14/2005 12:00:00 AM
G- 56,SUMMIT,BROOK TROUT,147,2.65,07/14/2005 12:00:00 AM
G- 61,SUMMIT,BROOK TROUT,402,2.65,07/14/2005 12:00:00 AM
G- 74,SUMMIT,BROOK TROUT,295,2.65,07/14/2005 12:00:00 AM
G- 80,SUMMIT,BROOK TROUT,94,2.65,07/14/2005 12:00:00 AM
"GARKANE IMP, MAIN FK",GARFIELD,RAINBOW,1952,9.470000000000001,05/23/2005 12:00:00 AM
GATES L,SEVIER,RAINBOW,781,9.93,07/20/2005 12:00:00 AM
GATES L,SEVIER,TIGER TROUT,250,3.84,08/01/2005 12:00:00 AM
GATES L,SEVIER,BROOK TROUT,249,3.04,08/02/2005 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,1495,10.28,05/26/2005 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,1150,10.28,06/13/2005 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,1150,10.28,06/13/2005 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,700,12.14,08/03/2005 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,700,12.14,08/03/2005 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,389,11.61,08/11/2005 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,784,12.14,09/22/2005 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,392,12.14,09/23/2005 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,392,12.14,09/23/2005 12:00:00 AM
GLADYS L X-128,DUCHESNE,BROOK TROUT,750,2.65,07/14/2005 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,505,9.31,04/01/2005 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,499,9.31,04/18/2005 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,563,14.94,05/13/2005 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,250,17.88,05/26/2005 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,250,17.88,06/10/2005 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,375,15.62,07/07/2005 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,375,14.94,07/18/2005 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,750,15.62,08/01/2005 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,250,17.88,08/15/2005 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,375,15.62,08/29/2005 12:00:00 AM
GLASSMANS POND,WEBER,BROOK TROUT,427,12.28,12/08/2005 12:00:00 AM
GLASSMANS POND,WEBER,BROOK TROUT,574,12.28,12/08/2005 12:00:00 AM
GLASSMANS POND,WEBER,LAKE TROUT,500,10.56,12/08/2005 12:00:00 AM
GLENWOOD POND,SEVIER,RAINBOW,201,9.470000000000001,05/23/2005 12:00:00 AM
GLENWOOD POND,SEVIER,RAINBOW,200,10.45,07/28/2005 12:00:00 AM
GLENWOOD POND,SEVIER,RAINBOW,381,10.23,08/23/2005 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,1249,10.28,06/06/2005 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,1254,10.44,06/27/2005 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,1251,10.96,07/19/2005 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,624,11.61,08/10/2005 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,624,11.61,08/10/2005 12:00:00 AM
GR- 31,DAGGETT,BROOK TROUT,496,2.65,07/15/2005 12:00:00 AM
GR-145,SUMMIT,GRAYLING ARCTIC,990,0.76,07/18/2005 12:00:00 AM
GR-160,SUMMIT,BROOK TROUT,496,2.65,07/15/2005 12:00:00 AM
GR-161,SUMMIT,BROOK TROUT,402,2.65,07/15/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1439,11.08,04/14/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1520,10.9,04/25/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,0,10.39,05/09/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1496,10.39,05/09/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1503,10.39,05/09/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1999,10.37,05/19/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1017,10.039999999999999,06/14/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1017,10.039999999999999,06/14/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1080,10.23,07/12/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1016,10.23,07/12/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1038,10.6,08/10/2005 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,980,10.6,08/10/2005 12:00:00 AM
GRASS L SB,GARFIELD,BROOK TROUT,310,2.34,07/10/2005 12:00:00 AM
GRASS L SB,GARFIELD,CUTTHROAT,2000,1.94,10/04/2005 12:00:00 AM
GRASS L TLM,WAYNE,BROOK TROUT,98,3.04,08/02/2005 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW,626,10.28,06/07/2005 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW,633,10.28,06/23/2005 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW,627,10.96,07/15/2005 12:00:00 AM
GRASSY LAKE RES,SANPETE,TIGER TROUT,2520,4.14,07/29/2005 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW,630,12.14,08/02/2005 12:00:00 AM
GREEN L EBS,GARFIELD,CUTTHROAT,400,1.94,10/04/2005 12:00:00 AM
GREEN L NBS,WAYNE,BROOK TROUT,504,2.34,07/10/2005 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3355,7.78,05/06/2005 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3361,7.78,05/06/2005 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3361,7.78,05/06/2005 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3361,7.78,05/06/2005 12:00:00 AM
GREEN R,SAN JUAN,CHUB,3147,7.04,10/14/2005 12:00:00 AM
HACKING L GR-40,UINTAH,RAINBOW,348,9.9,07/21/2005 12:00:00 AM
HALF MOON L BTS,GARFIELD,BROOK TROUT,493,2.33,07/10/2005 12:00:00 AM
HALF MOON L BTS,GARFIELD,GRAYLING ARCTIC,990,0.76,07/18/2005 12:00:00 AM
HAMILTON RES,SEVIER,BROOK TROUT,249,3.04,08/02/2005 12:00:00 AM
HARMAN CR,WASHINGTON,CUTTHROAT,50,7.09,09/29/2005 12:00:00 AM
HAYDEN FK,SUMMIT,RAINBOW,194,10.18,06/29/2005 12:00:00 AM
HAYDEN FK,SUMMIT,RAINBOW,196,10.77,07/18/2005 12:00:00 AM
HAYDEN L BR-36,SUMMIT,CUTTHROAT,802,3.06,09/28/2005 12:00:00 AM
HAYSTACK L A-9,SUMMIT,BROOK TROUT,898,2.65,07/13/2005 12:00:00 AM
"HEART L, NORTH NB",WAYNE,TIGER TROUT,100,3.84,07/11/2005 12:00:00 AM
"HEART L, SOUTH NBS",WAYNE,TIGER TROUT,1850,3.84,07/11/2005 12:00:00 AM
"HEART L, SOUTH NBS",WAYNE,CUTTHROAT,0,1.94,10/05/2005 12:00:00 AM
HELEN L X-126,DUCHESNE,BROOK TROUT,844,2.65,07/14/2005 12:00:00 AM
HENDRICKSON L,IRON,BROOK TROUT,1009,2.34,07/10/2005 12:00:00 AM
HIDDEN L,SUMMIT,RAINBOW,389,9.65,06/03/2005 12:00:00 AM
HIDDEN L,GRAND,RAINBOW,1252,10.039999999999999,06/15/2005 12:00:00 AM
HIDDEN L,GRAND,RAINBOW,1251,10.15,07/20/2005 12:00:00 AM
HIDDEN L A-15,SUMMIT,BROOK TROUT,1005,2.65,07/13/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,BASS LARGEMOUTH,500,3.67,03/22/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,500,9.050000000000001,04/05/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,503,9.36,05/23/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,BULLHEAD CHANNEL CAT,250,17.88,05/26/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,500,9.65,05/31/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,504,9.539999999999999,06/09/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,BULLHEAD CHANNEL CAT,500,17.88,06/10/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,506,10.28,06/24/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,501,9.539999999999999,07/17/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,BULLHEAD CHANNEL CAT,375,14.94,07/18/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,BULLHEAD CHANNEL CAT,375,15.62,08/29/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,535,10.14,09/01/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,500,11.08,09/16/2005 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,504,11.16,09/27/2005 12:00:00 AM
HOBBLE CR,UTAH,RAINBOW,501,8.84,03/28/2005 12:00:00 AM
HOBBLE CR,UTAH,RAINBOW,500,9.14,04/12/2005 12:00:00 AM
HOBBLE CR,UTAH,RAINBOW,506,10.28,05/25/2005 12:00:00 AM
HOBBLE CR,UTAH,RAINBOW,1000,10.28,06/16/2005 12:00:00 AM
HONEYMOON L NB,WAYNE,CUTTHROAT,300,1.94,10/04/2005 12:00:00 AM
HOOP L,SUMMIT,RAINBOW,778,9.36,05/23/2005 12:00:00 AM
HOOP L,SUMMIT,RAINBOW,8035,3.42,06/21/2005 12:00:00 AM
HOOVER L Z-10,DUCHESNE,BROOK TROUT,1903,2.65,07/13/2005 12:00:00 AM
HOOVER L Z-10,DUCHESNE,GRAYLING ARCTIC,990,0.76,07/18/2005 12:00:00 AM
HORSESHOE L BTS,GARFIELD,BROOK TROUT,749,2.33,07/10/2005 12:00:00 AM
HORSESHOE L BTS,GARFIELD,GRAYLING ARCTIC,990,0.76,07/18/2005 12:00:00 AM
HORSESHOE L RC-38,DUCHESNE,BROOK TROUT,147,2.65,07/14/2005 12:00:00 AM
HUNTINGTON G F PONDS,EMERY,RAINBOW,1564,10.28,05/24/2005 12:00:00 AM
HUNTINGTON NORTH RES,EMERY,RAINBOW,680,10.77,05/20/2005 12:00:00 AM
HUNTINGTON RES,SANPETE,TIGER TROUT,10000,3.84,07/12/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/04/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/04/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/05/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/05/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/06/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/06/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/11/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/11/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/12/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/12/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/13/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1000,10.77,04/13/2005 12:00:00 AM
HYRUM RES,CACHE,TIGER TROUT,12513,4.43,08/18/2005 12:00:00 AM
HYRUM RES,CACHE,TIGER TROUT,12513,4.43,08/18/2005 12:00:00 AM
HYRUM RES,CACHE,TIGER TROUT,4980,4.79,09/07/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1932,10.14,10/17/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1739,10.67,10/24/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1624,10.72,10/24/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1629,10.73,11/02/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1598,10.73,11/02/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1618,10.73,11/02/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1408,11.24,11/09/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1430,11.24,11/09/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1326,10.7,11/16/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1632,10.7,11/16/2005 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1200,11.18,11/21/2005 12:00:00 AM
INDIAN CR,WASATCH,CUTTHROAT,29440,3.14,11/02/2005 12:00:00 AM
INDIAN CR,WASATCH,CUTTHROAT,29440,3.14,11/02/2005 12:00:00 AM
INDIAN CR RES,BEAVER,RAINBOW,1564,10.28,06/23/2005 12:00:00 AM
INDIAN PEAKS RES,BEAVER,RAINBOW,502,9.76,03/17/2005 12:00:00 AM
ISLAND L,SANPETE,BROOK TROUT,1181,3.12,08/04/2005 12:00:00 AM
IVINS RES,WASHINGTON,BASS LARGEMOUTH,301,3.67,03/22/2005 12:00:00 AM
JEAN L Z-41,DUCHESNE,BROOK TROUT,1501,2.65,07/13/2005 12:00:00 AM
JENSEN POND,CACHE,BASS LARGEMOUTH,500,3.67,03/22/2005 12:00:00 AM
JENSEN POND,CACHE,BASS LARGEMOUTH,100,6.79,05/24/2005 12:00:00 AM
JENSEN POND,CACHE,PERCH YELLOW,10,7.94,05/24/2005 12:00:00 AM
JENSEN POND,CACHE,SUNFISH BLUEGILL,400,6.3,05/24/2005 12:00:00 AM
JERRY L W-28,SUMMIT,BROOK TROUT,402,2.65,07/13/2005 12:00:00 AM
JEWKES-VAN BUREN L,SANPETE,TIGER TROUT,1000,4.14,07/29/2005 12:00:00 AM
JOAN L Z-19,DUCHESNE,BROOK TROUT,1501,2.65,07/14/2005 12:00:00 AM
JOE LAY L NCL,GARFIELD,BROOK TROUT,355,2.33,07/10/2005 12:00:00 AM
JOES VALLEY RES,EMERY,SPLAKE,6600,5.71,07/14/2005 12:00:00 AM
JOES VALLEY RES,EMERY,SPLAKE,6600,5.71,07/14/2005 12:00:00 AM
JOES VALLEY RES,EMERY,SPLAKE,8250,5.71,07/14/2005 12:00:00 AM
JOES VALLEY RES,EMERY,SPLAKE,8250,5.71,07/14/2005 12:00:00 AM
JOES VALLEY RES,EMERY,TIGER TROUT,11025,4.48,08/04/2005 12:00:00 AM
JOES VALLEY RES,EMERY,TIGER TROUT,9986,4.48,08/04/2005 12:00:00 AM
JOES VALLEY RES,EMERY,TIGER TROUT,9986,4.48,08/04/2005 12:00:00 AM
JOES VALLEY RES,EMERY,TIGER TROUT,11025,4.48,08/04/2005 12:00:00 AM
JOHN L A-30,SUMMIT,BROOK TROUT,402,2.65,07/13/2005 12:00:00 AM
JOHNSON RES,SEVIER,MUSKIE TIGER,1998,1.96,06/17/2005 12:00:00 AM
JORDAN L Z-35,DUCHESNE,BROOK TROUT,2305,2.65,07/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,5768,6.72,04/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,5768,6.72,04/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,5768,6.72,04/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,5851,6.72,04/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,05/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,05/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,05/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,05/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,06/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,06/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,06/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,06/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,06/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,06/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,06/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2312,9.029999999999999,06/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2720,9.029999999999999,06/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1752,10.18,07/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1752,10.18,07/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2189,9.699999999999999,07/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1752,10.18,07/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2024,9.699999999999999,07/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2024,9.699999999999999,07/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1752,10.18,07/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,2024,9.699999999999999,07/14/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1796,10.18,07/15/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1752,10.18,07/15/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1796,10.18,07/15/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1786,9.94,07/15/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1752,10.18,07/15/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1786,9.94,07/15/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1786,9.94,07/15/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,1786,9.94,07/15/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,7596,11.16,09/27/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,6040,5.29,12/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,8262,5.26,12/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,7928,5.29,12/06/2005 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,7550,5.29,12/06/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,BASS LARGEMOUTH,500,3.67,03/22/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,RAINBOW,1145,8.94,04/12/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,RAINBOW,1002,9.210000000000001,04/26/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,BULLHEAD CHANNEL CAT,250,17.88,05/26/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,BULLHEAD CHANNEL CAT,250,17.88,06/10/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,BULLHEAD CHANNEL CAT,375,17.88,06/23/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,BULLHEAD CHANNEL CAT,938,15.62,07/07/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,BULLHEAD CHANNEL CAT,750,14.94,07/18/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,BULLHEAD CHANNEL CAT,750,15.62,08/01/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,BULLHEAD CHANNEL CAT,450,17.88,08/15/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,BULLHEAD CHANNEL CAT,375,15.62,08/29/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,RAINBOW,1562,10.18,09/27/2005 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,RAINBOW,1560,10.14,10/06/2005 12:00:00 AM
KENS L,SAN JUAN,RAINBOW,2335,9.130000000000001,04/04/2005 12:00:00 AM
KENS L,SAN JUAN,RAINBOW,2334,8.99,04/04/2005 12:00:00 AM
KENS L,SAN JUAN,RAINBOW,2334,8.98,04/05/2005 12:00:00 AM
"KENTS L, LOWER",BEAVER,CUTTHROAT,334,7.09,06/08/2005 12:00:00 AM
"KENTS L, LOWER",BEAVER,BROOK TROUT,498,3.04,08/02/2005 12:00:00 AM
"KENTS L, MIDDLE",BEAVER,CUTTHROAT,1002,7.09,06/08/2005 12:00:00 AM
"KENTS L, MIDDLE",BEAVER,RAINBOW,1041,9.77,06/09/2005 12:00:00 AM
"KENTS L, MIDDLE",BEAVER,RAINBOW,1820,9.77,06/09/2005 12:00:00 AM
"KENTS L, MIDDLE",BEAVER,RAINBOW,1820,9.77,06/09/2005 12:00:00 AM
"KENTS L, MIDDLE",BEAVER,BROOK TROUT,2003,3.04,08/02/2005 12:00:00 AM
"KENTS L, MIDDLE",BEAVER,TIGER TROUT,1968,4.9,08/17/2005 12:00:00 AM
"KENTS L, UPPER",BEAVER,CUTTHROAT,7000,1.77,10/06/2005 12:00:00 AM
"KIBAH L, EAST DF-11",UINTAH,BROOK TROUT,255,2.65,07/15/2005 12:00:00 AM
"KIBAH L, WEST DF-14",UINTAH,BROOK TROUT,777,2.65,07/15/2005 12:00:00 AM
"KIBAH L,FINGER DF-12",UINTAH,BROOK TROUT,375,2.65,07/15/2005 12:00:00 AM
"KIBAH L,ISLAND DF-16",UINTAH,BROOK TROUT,804,2.65,07/15/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,RAINBOW,235,8.84,03/29/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,RAINBOW,160,9.14,04/12/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,BULLHEAD CHANNEL CAT,188,14.94,05/13/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,BULLHEAD CHANNEL CAT,250,17.88,05/26/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,BULLHEAD CHANNEL CAT,125,17.88,06/10/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,BULLHEAD CHANNEL CAT,125,17.88,06/23/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,BULLHEAD CHANNEL CAT,563,15.62,07/07/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,BULLHEAD CHANNEL CAT,188,14.94,07/18/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,BULLHEAD CHANNEL CAT,188,15.62,08/01/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,BULLHEAD CHANNEL CAT,125,17.88,08/15/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,BULLHEAD CHANNEL CAT,375,15.62,08/29/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,RAINBOW,138,10.050000000000001,10/05/2005 12:00:00 AM
KIDNEY POND,SALT LAKE,LAKE TROUT,443,6.09,12/21/2005 12:00:00 AM
KIMBALL CR,SUMMIT,BROWN TROUT,3004,5.65,08/01/2005 12:00:00 AM
KOLOB RES,WASHINGTON,RAINBOW,5007,5.29,06/08/2005 12:00:00 AM
KOOSHAREM RES,SEVIER,CUTTHROAT,3340,7.76,04/07/2005 12:00:00 AM
KOOSHAREM RES,SEVIER,CUTTHROAT,3340,7.76,04/07/2005 12:00:00 AM
KOOSHAREM RES,SEVIER,CUTTHROAT,2986,7.76,04/07/2005 12:00:00 AM
KOOSHAREM RES,SEVIER,CUTTHROAT,3340,7.76,04/07/2005 12:00:00 AM
KOOSHAREM RES,SEVIER,RAINBOW,5043,5.3,05/26/2005 12:00:00 AM
KOOSHAREM RES,SEVIER,RAINBOW,4963,5.47,05/26/2005 12:00:00 AM
KOOSHAREM RES,SEVIER,TIGER TROUT,6000,3.84,08/01/2005 12:00:00 AM
LABARON RES,BEAVER,RAINBOW,1561,10.45,07/06/2005 12:00:00 AM
LABARON RES,BEAVER,RAINBOW,1561,10.45,07/06/2005 12:00:00 AM
LABARON RES,BEAVER,BROOK TROUT,997,3.04,08/02/2005 12:00:00 AM
LAKE CANYON L,DUCHESNE,TIGER TROUT,1625,4.43,08/18/2005 12:00:00 AM
LAKE FK R,DUCHESNE,RAINBOW,467,10.18,06/30/2005 12:00:00 AM
LAKE FK R,DUCHESNE,RAINBOW,470,9.9,07/22/2005 12:00:00 AM
LEDGE L BTS,GARFIELD,BROOK TROUT,197,2.33,07/10/2005 12:00:00 AM
LEFT HAND RES NBS,WAYNE,BROOK TROUT,291,2.34,07/10/2005 12:00:00 AM
LF-37,DUCHESNE,BROOK TROUT,295,2.65,07/15/2005 12:00:00 AM
LILLIAN L,SALT LAKE,BROOK TROUT,1501,2.65,07/19/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,299,10.28,06/24/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,301,10.31,07/01/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,302,10.36,07/06/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,300,10.77,07/12/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,300,10.77,07/18/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,299,10.44,07/28/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,301,10.39,08/04/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,401,10.39,08/09/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,301,10.39,08/15/2005 12:00:00 AM
LILLY L A-58,SUMMIT,BROOK TROUT,2016,2.88,08/16/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,400,10.42,08/23/2005 12:00:00 AM
LILLY L A-58,SUMMIT,RAINBOW,305,10.3,08/29/2005 12:00:00 AM
LILY L BR-11,SUMMIT,RAINBOW,1008,9.539999999999999,06/09/2005 12:00:00 AM
LILY L BR-11,SUMMIT,RAINBOW,950,10.77,07/13/2005 12:00:00 AM
LILY PAD L X-2,DUCHESNE,BROOK TROUT,1005,2.65,07/14/2005 12:00:00 AM
