Water Name,County,Species,Quantity,Ave Length,Date
CRESCENT L BTS,GARFIELD,CUTTHROAT,500,1.94,10/04/2005 12:00:00 AM
CROUSE RES,UINTAH,RAINBOW,7508,5.33,05/18/2005 12:00:00 AM
CROUSE RES,UINTAH,RAINBOW,7508,5.33,05/18/2005 12:00:00 AM
CROUSE RES,UINTAH,RAINBOW,780,10.77,05/23/2005 12:00:00 AM
CROUSE RES,UINTAH,RAINBOW,5005,3.02,06/06/2005 12:00:00 AM
CROUSE RES,UINTAH,TIGER TROUT,10173,4.43,08/22/2005 12:00:00 AM
CRYSTAL L A-51,SUMMIT,BROOK TROUT,1005,2.65,07/13/2005 12:00:00 AM
CUB L BT,WAYNE,BROOK TROUT,59,2.33,07/10/2005 12:00:00 AM
CURRANT CR,WASATCH,RAINBOW,499,9.82,05/16/2005 12:00:00 AM
CURRANT CR,WASATCH,RAINBOW,559,10.18,06/30/2005 12:00:00 AM
CURRANT CR,WASATCH,RAINBOW,501,9.9,07/22/2005 12:00:00 AM
CURRANT CR RES,WASATCH,CUTTHROAT,11064,5.67,05/25/2005 12:00:00 AM
CURRANT CR RES,WASATCH,CUTTHROAT,11801,5.67,05/26/2005 12:00:00 AM
CURRANT CR RES,WASATCH,CUTTHROAT,12703,5.67,05/27/2005 12:00:00 AM
DAGGETT L GR-6,DAGGETT,GRAYLING ARCTIC,990,0.76,07/18/2005 12:00:00 AM
DANES POND,SANPETE,RAINBOW,500,10.77,04/11/2005 12:00:00 AM
DANES POND,SANPETE,RAINBOW,500,10.77,05/18/2005 12:00:00 AM
DANES POND,SANPETE,RAINBOW,500,9.75,06/02/2005 12:00:00 AM
DANES POND,SANPETE,RAINBOW,506,10.28,06/08/2005 12:00:00 AM
DARK CYN L,SAN JUAN,RAINBOW,1604,10.29,07/07/2005 12:00:00 AM
DARK CYN L,SAN JUAN,RAINBOW,277,10.29,07/07/2005 12:00:00 AM
DARK CYN L,SAN JUAN,TIGER TROUT,500,3.84,07/12/2005 12:00:00 AM
DEAD L BTS,GARFIELD,BROOK TROUT,197,2.33,07/10/2005 12:00:00 AM
DEADMAN L GR-38,UINTAH,BROOK TROUT,1045,2.65,07/15/2005 12:00:00 AM
DEAN L Z-40,DUCHESNE,BROOK TROUT,1595,2.65,07/14/2005 12:00:00 AM
DEEP CR,GARFIELD,CUTTHROAT,50,5,08/04/2005 12:00:00 AM
DEEP CR L TLM,WAYNE,BROOK TROUT,349,2.34,07/10/2005 12:00:00 AM
DEEP L,SEVIER,RAINBOW,1546,10.45,06/22/2005 12:00:00 AM
DEEP L,SANPETE,RAINBOW,508,10.77,06/29/2005 12:00:00 AM
DEEP L,SANPETE,RAINBOW,500,10.77,06/29/2005 12:00:00 AM
DEEP L,SANPETE,RAINBOW,1007,10.96,07/18/2005 12:00:00 AM
DEEP L,SANPETE,BROOK TROUT,204,3.12,08/04/2005 12:00:00 AM
DEER CR L EBS,GARFIELD,BROOK TROUT,2503,2.34,07/10/2005 12:00:00 AM
DEER CR L EBS,GARFIELD,CUTTHROAT,10982,1.78,10/05/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,6000,12.44,02/22/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1534,9.93,07/20/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1534,9.93,07/20/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1534,9.93,07/20/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1534,9.93,07/20/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1701,10.89,07/21/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1398,10.24,07/21/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1398,10.24,07/21/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1398,10.24,07/21/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1398,10.24,07/21/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1701,10.89,07/21/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1701,10.89,07/21/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,672,10.89,07/21/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1229,9.960000000000001,07/21/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1722,9.789999999999999,07/22/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1686,9.789999999999999,07/22/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1722,9.789999999999999,07/22/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1440,11.16,09/27/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1440,11.16,09/28/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1440,11.16,09/29/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1939,10.050000000000001,10/05/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1917,10.050000000000001,10/05/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1917,10.050000000000001,10/05/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1917,10.050000000000001,10/05/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2106,9.74,10/06/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2153,9.74,10/06/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2106,9.74,10/06/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2106,9.74,10/06/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2448,9.300000000000001,10/07/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2448,9.300000000000001,10/07/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2448,9.300000000000001,10/07/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2421,9.300000000000001,10/07/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2512,9.220000000000001,10/10/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2540,9.220000000000001,10/10/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2540,9.220000000000001,10/10/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2540,9.220000000000001,10/10/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2520,9.18,10/13/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,2520,9.18,10/13/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,686,9.18,10/13/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1989,9.93,10/13/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1492,9.93,10/13/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,840,12.77,10/24/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,840,12.77,10/26/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1152,12.77,10/27/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1811,10.3,11/28/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1811,10.3,11/28/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1811,10.3,11/28/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1811,10.3,11/28/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1815,10.130000000000001,11/29/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1927,10.130000000000001,11/29/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1815,10.130000000000001,11/29/2005 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1927,10.130000000000001,11/29/2005 12:00:00 AM
DEER VALLEY LAKES,SUMMIT,RAINBOW,810,9.529999999999999,05/24/2005 12:00:00 AM
DENISE L WR-9,DUCHESNE,BROOK TROUT,255,2.65,07/15/2005 12:00:00 AM
DOCS L X-15,DUCHESNE,BROOK TROUT,496,2.65,07/14/2005 12:00:00 AM
DOLLAR L WR-43,UINTAH,BROOK TROUT,697,2.65,07/15/2005 12:00:00 AM
DONS L,GRAND,TIGER TROUT,2000,3.84,07/13/2005 12:00:00 AM
DONS L,GRAND,SPLAKE,1502,5.71,07/13/2005 12:00:00 AM
DOUGHERTY BASIN NCL,GARFIELD,CUTTHROAT,250,7.06,07/18/2005 12:00:00 AM
DOUGHERTY BASIN NCL,GARFIELD,CUTTHROAT,1000,1.94,10/04/2005 12:00:00 AM
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,499,9.82,05/16/2005 12:00:00 AM
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,1659,10.18,06/29/2005 12:00:00 AM
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,1652,9.9,07/19/2005 12:00:00 AM
DUCK CR,KANE,RAINBOW,131,9.9,06/14/2005 12:00:00 AM
DUCK CR,KANE,RAINBOW,130,10.45,06/27/2005 12:00:00 AM
DUCK CR,KANE,RAINBOW,132,10.29,07/08/2005 12:00:00 AM
DUCK CR,KANE,RAINBOW,129,10.14,07/21/2005 12:00:00 AM
DUCK CR,KANE,RAINBOW,129,10.42,08/09/2005 12:00:00 AM
DUCK CR,KANE,RAINBOW,130,10.23,08/23/2005 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,716,9.9,06/14/2005 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,716,10.45,06/27/2005 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,715,10,07/08/2005 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,715,10.14,07/21/2005 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,714,10.42,08/09/2005 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,715,10.23,08/23/2005 12:00:00 AM
DUCK FK RES,SANPETE,TIGER TROUT,2520,4.07,08/12/2005 12:00:00 AM
EAST CYN RES,MORGAN,TIGER TROUT,25092,3.03,06/03/2005 12:00:00 AM
EAST CYN RES,MORGAN,TIGER TROUT,25092,3.03,06/03/2005 12:00:00 AM
EAST CYN RES,MORGAN,TIGER TROUT,4999,4.64,09/01/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,5600,6.55,11/21/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,3200,6.55,11/21/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,5600,6.55,11/21/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,5600,6.55,11/21/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,3200,6.55,11/21/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,5600,6.55,11/22/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,5600,6.55,11/22/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4400,6.55,11/22/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,5600,6.55,11/22/2005 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,5600,6.55,11/22/2005 12:00:00 AM
EAST L BTS,GARFIELD,BROOK TROUT,256,2.33,07/10/2005 12:00:00 AM
EAST PARK RES,UINTAH,RAINBOW,1565,9.65,06/07/2005 12:00:00 AM
EAST PARK RES,UINTAH,RAINBOW,1565,10.18,06/29/2005 12:00:00 AM
EAST PARLEY'S,SANPETE,BROOK TROUT,497,3.12,08/04/2005 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,8382,10.3,08/24/2005 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,8145,10.36,08/24/2005 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,4580,10.3,08/25/2005 12:00:00 AM
ELBOW L WR-58,DUCHESNE,BROOK TROUT,1005,2.65,07/15/2005 12:00:00 AM
ELKHORN L TLM,WAYNE,BROOK TROUT,98,3.04,08/02/2005 12:00:00 AM
ELKHORN L W-64,SUMMIT,BROOK TROUT,496,2.65,07/13/2005 12:00:00 AM
"ELKHORN L, SOUTH",WAYNE,BROOK TROUT,98,3.04,08/02/2005 12:00:00 AM
EMERALD L,SANPETE,RAINBOW,637,10.96,07/14/2005 12:00:00 AM
EMERALD L,SANPETE,GRAYLING ARCTIC,990,0.76,07/18/2005 12:00:00 AM
EMERY (LARSON) RES,SANPETE,TIGER TROUT,2500,3.84,07/12/2005 12:00:00 AM
"ENTERPRISE RES,LOWER",WASHINGTON,RAINBOW,970,9.75,06/01/2005 12:00:00 AM
"ENTERPRISE RES,LOWER",WASHINGTON,RAINBOW,970,9.75,06/01/2005 12:00:00 AM
"ENTERPRISE RES,UPPER",WASHINGTON,BASS SMALLMOUTH,3000,1.61,06/15/2005 12:00:00 AM
"ENTERPRISE RES,UPPER",WASHINGTON,RAINBOW,1739,5.92,10/19/2005 12:00:00 AM
"ENTERPRISE RES,UPPER",WASHINGTON,RAINBOW,5265,6.72,10/19/2005 12:00:00 AM
"ENTERPRISE RES,UPPER",WASHINGTON,RAINBOW,3900,6.72,10/19/2005 12:00:00 AM
"ENTERPRISE RES,UPPER",WASHINGTON,RAINBOW,4095,6.72,10/19/2005 12:00:00 AM
EVERMAN L Z-36,DUCHESNE,BROOK TROUT,804,2.65,07/14/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,800,11.61,06/15/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,1200,11.61,06/15/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,800,11.61,06/15/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,1200,11.61,06/15/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,800,11.61,06/15/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,800,11.61,06/15/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,800,11.61,06/16/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,800,11.61,06/16/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,960,11.61,06/17/2005 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,960,11.61,06/17/2005 12:00:00 AM
FARMERS L X-23,DUCHESNE,BROOK TROUT,3725,2.65,07/15/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BASS LARGEMOUTH,500,3.67,03/22/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1999,8.94,04/11/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1901,9.210000000000001,04/26/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1001,9.44,05/06/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1745,10,05/23/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,SUNFISH BLUEGILL,200,6.3,05/24/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BASS LARGEMOUTH,25,6.79,05/24/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,391,10.6,06/09/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BULLHEAD CHANNEL CAT,250,17.88,06/10/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BULLHEAD CHANNEL CAT,188,15.62,07/07/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BULLHEAD CHANNEL CAT,188,14.94,07/18/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1036,11.6,08/29/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BULLHEAD CHANNEL CAT,375,15.62,08/29/2005 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,501,12.77,10/19/2005 12:00:00 AM
FARNEY L X-14,DUCHESNE,GRAYLING ARCTIC,990,0.76,07/18/2005 12:00:00 AM
FARNSWORTH L,SEVIER,RAINBOW,1562,10.18,06/20/2005 12:00:00 AM
FARNSWORTH L,SEVIER,BROOK TROUT,748,3.04,08/02/2005 12:00:00 AM
FERN L X-5,DUCHESNE,BROOK TROUT,1394,2.65,07/14/2005 12:00:00 AM
FERRON RES,SANPETE,RAINBOW,1495,10.47,07/01/2005 12:00:00 AM
FERRON RES,SANPETE,RAINBOW,1171,10.15,07/20/2005 12:00:00 AM
FISH CR L NBS,WAYNE,SPLAKE,473,5.48,10/04/2005 12:00:00 AM
FISH CR L NBS,WAYNE,CUTTHROAT,5001,1.78,10/05/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5018,7.2,05/23/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5460,7,05/23/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5978,6.79,05/23/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4725,7.35,05/24/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5978,6.79,05/24/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5533,7,05/24/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,3360,7.47,05/25/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5680,7.38,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5680,7.38,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5680,7.38,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5609,7.38,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5396,7.38,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,533,7.38,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4793,7.38,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5325,7.38,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4725,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5103,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5040,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5040,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5040,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4410,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4977,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4788,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4788,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4725,7.68,06/01/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5100,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4860,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4980,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5100,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4920,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4500,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5100,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4480,7.42,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5880,7.42,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,7280,7.42,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5950,7.42,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5950,7.42,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5950,7.42,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5040,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,5250,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,RAINBOW,4920,7.81,06/02/2005 12:00:00 AM
FISH L,SEVIER,SPLAKE,10484,4.76,09/01/2005 12:00:00 AM
FISH L,SEVIER,SPLAKE,10080,4.76,09/01/2005 12:00:00 AM
FISH L,SEVIER,SPLAKE,10080,4.76,09/01/2005 12:00:00 AM
FISH L,SEVIER,SPLAKE,10080,4.76,09/01/2005 12:00:00 AM
FISH L,SEVIER,SPLAKE,10080,4.76,09/01/2005 12:00:00 AM
FISH L,SEVIER,SPLAKE,10080,4.76,09/01/2005 12:00:00 AM
FISH L,SEVIER,SPLAKE,10752,4.76,09/01/2005 12:00:00 AM
FISH L,SEVIER,SPLAKE,10080,4.76,09/01/2005 12:00:00 AM
FISH L,SEVIER,LAKE TROUT,150,19.45,09/26/2005 12:00:00 AM
FISH L,SEVIER,LAKE TROUT,164,19.45,09/27/2005 12:00:00 AM
FISH L,SEVIER,LAKE TROUT,174,22.74,09/28/2005 12:00:00 AM
FISH L,SEVIER,LAKE TROUT,164,22.74,09/28/2005 12:00:00 AM
FISH L,SEVIER,LAKE TROUT,72,22.74,09/29/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3940,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,15000,2.55,05/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,30600,2.45,05/20/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,4464,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3979,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,280000,1.93,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,3920,7.99,06/06/2005 12:00:00 AM
FLAT L NCL,GARFIELD,BROOK TROUT,394,2.33,07/10/2005 12:00:00 AM
FLOATING ISLAND TLM,SEVIER,TIGER TROUT,500,3.84,08/01/2005 12:00:00 AM
FLOATING ISLAND TLM,SEVIER,SPLAKE,207,4.48,08/17/2005 12:00:00 AM
FLOATING ISLAND TLM,SEVIER,CUTTHROAT,4023,1.79,10/04/2005 12:00:00 AM
FLORENCE L,SALT LAKE,BROOK TROUT,1005,2.65,07/19/2005 12:00:00 AM
FOREBAY POND,IRON,RAINBOW,306,9.960000000000001,07/14/2005 12:00:00 AM
FOREBAY POND,IRON,RAINBOW,865,9.960000000000001,07/15/2005 12:00:00 AM
FORSYTH RES,SEVIER,TIGER TROUT,8000,3.84,07/11/2005 12:00:00 AM
FORSYTH RES,SEVIER,SPLAKE,5227,4.71,09/20/2005 12:00:00 AM
FOUNTAIN GREEN POND,SANPETE,RAINBOW,200,10.77,05/18/2005 12:00:00 AM
FOUNTAIN GREEN POND,SANPETE,RAINBOW,207,10.28,06/08/2005 12:00:00 AM
FOUNTAIN GREEN POND,SANPETE,RAINBOW,207,10.28,06/21/2005 12:00:00 AM
FOUNTAIN GREEN POND,SANPETE,RAINBOW,200,10.96,07/14/2005 12:00:00 AM
FOUR MILE CR,WEBER,RAINBOW,499,11.6,08/30/2005 12:00:00 AM
