Water name,County,Species,Quantity,Average length,Date stocked
COVE POND,SALT LAKE,RAINBOW,388,10.96,04/08/2019 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,388,10.77,04/15/2019 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,388,10.77,04/22/2019 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,388,9.93,04/29/2019 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,386,9.52,05/06/2019 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,387,9.53,05/13/2019 12:00:00 AM
CROUSE RES,UINTAH,RAINBOW,859,10.45,05/16/2019 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,7080,9.87,04/18/2019 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,9240,9.03,04/18/2019 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1682,9.63,04/24/2019 12:00:00 AM
DEER VALLEY LAKES,SUMMIT,RAINBOW,499,9.33,05/13/2019 12:00:00 AM
DMAD RES,MILLARD,WALLEYE,8150,0.32,04/17/2019 12:00:00 AM
DMAD RES,MILLARD,WALLEYE,96880,0.32,04/17/2019 12:00:00 AM
DMAD RES,MILLARD,WALLEYE,8040,0.32,04/17/2019 12:00:00 AM
DMAD RES,MILLARD,WALLEYE,34200,0.32,04/17/2019 12:00:00 AM
DMAD RES,MILLARD,WALLEYE,25500,0.32,04/17/2019 12:00:00 AM
DMAD RES,MILLARD,WALLEYE,6700,0.32,04/17/2019 12:00:00 AM
DMAD RES,MILLARD,WALLEYE,7560,0.32,04/17/2019 12:00:00 AM
DMAD RES,MILLARD,WALLEYE,25000,0.32,04/26/2019 12:00:00 AM
DONS L,GRAND,RAINBOW,910,9.62,05/15/2019 12:00:00 AM
DRY WASH RES,SAN JUAN,RAINBOW,1494,10,05/07/2019 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4928,9.33,04/09/2019 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,3080,9.33,04/09/2019 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,8775,3.22,05/07/2019 12:00:00 AM
EAST CYN RES,MORGAN,KOKANEE,10024,3.71,05/13/2019 12:00:00 AM
ECHO RES,SUMMIT,WALLEYE,89600,0.32,04/12/2019 12:00:00 AM
ECHO RES,SUMMIT,WALLEYE,113920,0.32,04/12/2019 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2646,11.94,04/15/2019 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2646,11.94,04/15/2019 12:00:00 AM
ECHO RES,SUMMIT,WALLEYE,107870,0.32,04/15/2019 12:00:00 AM
ECHO RES,SUMMIT,WALLEYE,38100,0.32,04/15/2019 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2646,11.94,04/15/2019 12:00:00 AM
ECHO RES,SUMMIT,WALLEYE,15500,0.32,04/15/2019 12:00:00 AM
ECHO RES,SUMMIT,WALLEYE,63350,0.32,04/15/2019 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,1543,11.49,04/16/2019 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,6023,11.49,04/16/2019 12:00:00 AM
"ENTERPRISE RES,LOWER",WASHINGTON,RAINBOW,350,9.58,03/18/2019 12:00:00 AM
"ENTERPRISE RES,LOWER",WASHINGTON,RAINBOW,1897,9.58,03/18/2019 12:00:00 AM
"ENTERPRISE RES,LOWER",WASHINGTON,RAINBOW,2774,10.51,03/18/2019 12:00:00 AM
"ENTERPRISE RES,UPPER",WASHINGTON,RAINBOW,19463,5.22,03/05/2019 12:00:00 AM
"ENTERPRISE RES,UPPER",WASHINGTON,RAINBOW,9948,5.22,03/05/2019 12:00:00 AM
FAIRMONT PARK P,SALT LAKE,RAINBOW,250,9.16,04/15/2019 12:00:00 AM
FAIRMONT PARK SLC,SALT LAKE,RAINBOW,249,9.22,05/08/2019 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1000,7.94,03/25/2019 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,500,8.55,04/08/2019 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,500,8.22,04/17/2019 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,500,8.77,04/30/2019 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1497,8.7,05/14/2019 12:00:00 AM
FISH L,SEVIER,BROWN TROUT,17285,3.36,05/02/2019 12:00:00 AM
FISH L,SEVIER,TIGER TROUT,21390,3.13,05/09/2019 12:00:00 AM
FISH L,SEVIER,KOKANEE,29610,3.07,05/10/2019 12:00:00 AM
FISH L,SEVIER,KOKANEE,29610,3.07,05/10/2019 12:00:00 AM
FISH L,SEVIER,KOKANEE,29610,3.07,05/10/2019 12:00:00 AM
FISH L,SEVIER,RAINBOW,3720,7.68,05/15/2019 12:00:00 AM
FISH L,SEVIER,RAINBOW,3869,7.68,05/15/2019 12:00:00 AM
FISH L,SEVIER,KOKANEE,29952,3.06,05/15/2019 12:00:00 AM
FISH L,SEVIER,KOKANEE,29952,3.06,05/15/2019 12:00:00 AM
FISH L,SEVIER,KOKANEE,29952,3.06,05/15/2019 12:00:00 AM
FISH L,SEVIER,KOKANEE,15975,3.06,05/16/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,5292,11.94,04/15/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,70200,3.05,04/22/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,7313,8.48,04/25/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,7200,8.48,04/26/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,56000,3.47,04/30/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,67900,3.25,05/06/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,67900,3.25,05/06/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,2352,11.94,05/06/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,67900,3.25,05/07/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,29100,3.25,05/07/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,67900,3.25,05/07/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,55678,3.25,05/08/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,18530,9.02,05/20/2019 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,18258,9.06,05/21/2019 12:00:00 AM
FOREBAY POND,IRON,RAINBOW,504,10.32,05/01/2019 12:00:00 AM
FOY L,SAN JUAN,RAINBOW,1121,10,05/07/2019 12:00:00 AM
FREMONT R,WAYNE,BROWN TROUT,2314,3.41,05/06/2019 12:00:00 AM
FREMONT R,WAYNE,BROWN TROUT,4297,3.41,05/06/2019 12:00:00 AM
FT BUENAVENTURA P,WEBER,RAINBOW,608,21,05/02/2019 12:00:00 AM
GARDEN CITY HERITAGE COM,RICH,RAINBOW,226,13.03,04/24/2019 12:00:00 AM
GARDEN CITY HERITAGE COM,RICH,RAINBOW,396,13.62,05/24/2019 12:00:00 AM
"GARKANE IMP, MAIN FK",GARFIELD,RAINBOW,1036,9.62,05/13/2019 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,400,9.76,01/08/2019 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,400,9.76,01/08/2019 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,502,10.34,04/29/2019 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,1001,10.17,02/27/2019 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,750,10.17,03/11/2019 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,750,11.99,03/25/2019 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,501,11.6,04/09/2019 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,500,10.77,04/22/2019 12:00:00 AM
GLENWOOD POND,SEVIER,RAINBOW,100,10.17,03/26/2019 12:00:00 AM
GLENWOOD POND,SEVIER,RAINBOW,226,10.13,04/24/2019 12:00:00 AM
GLENWOOD POND,SEVIER,RAINBOW,100,9.65,05/23/2019 12:00:00 AM
GOOD SKI LAKE (21ST PO),WEBER,RAINBOW,2500,8.55,03/27/2019 12:00:00 AM
GOOD SKI LAKE (21ST PO),WEBER,RAINBOW,1900,8.7,04/09/2019 12:00:00 AM
GOOD SKI LAKE (21ST PO),WEBER,RAINBOW,1000,9.12,04/17/2019 12:00:00 AM
GOOD SKI LAKE (21ST PO),WEBER,RAINBOW,1099,9.12,04/29/2019 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1199,10.44,04/04/2019 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1000,10,04/17/2019 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1001,9.69,04/24/2019 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1001,9.52,05/07/2019 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1001,9.52,05/15/2019 12:00:00 AM
GUNNISON BEND RES,MILLARD,WALLEYE,22200,0.32,04/05/2019 12:00:00 AM
GUNNISON BEND RES,MILLARD,WALLEYE,21000,0.32,04/05/2019 12:00:00 AM
GUNNISON BEND RES,MILLARD,WALLEYE,25300,0.32,04/05/2019 12:00:00 AM
GUNNISON BEND RES,MILLARD,WALLEYE,31341,0.32,04/11/2019 12:00:00 AM
GUNNISON BEND RES,MILLARD,WALLEYE,3100,0.32,04/11/2019 12:00:00 AM
GUNNISON BEND RES,MILLARD,WALLEYE,61670,0.32,04/11/2019 12:00:00 AM
GUNNISON BEND RES,MILLARD,WALLEYE,84750,0.32,04/11/2019 12:00:00 AM
HIDDEN L,GRAND,RAINBOW,910,9.62,05/15/2019 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,290,10.44,04/02/2019 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,291,11.6,04/08/2019 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,292,10.77,04/15/2019 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,292,10.77,04/22/2019 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,290,9.52,05/01/2019 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,290,9.52,05/06/2019 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,290,9.55,05/14/2019 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,292,9.87,05/20/2019 12:00:00 AM
HINKINS POND,EMERY,RAINBOW,499,10.16,04/29/2019 12:00:00 AM
HOBBS RESERVOIR,DAVIS,CUTTHROAT,1000,13.17,04/26/2019 12:00:00 AM
HOLMES CR RES,DAVIS,RAINBOW,1701,11.99,03/21/2019 12:00:00 AM
HOLMES CR RES,DAVIS,RAINBOW,1770,10.77,04/09/2019 12:00:00 AM
HUNTINGTON G F PONDS,EMERY,RAINBOW,506,10.08,05/06/2019 12:00:00 AM
HUNTINGTON NORTH RES,EMERY,RAINBOW,1500,9.76,04/16/2019 12:00:00 AM
HUNTINGTON NORTH RES,EMERY,RAINBOW,1500,9.76,04/16/2019 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,3264,8.49,04/01/2019 12:00:00 AM
HYRUM RES,CACHE,ALL TROUT,3468,8.49,04/01/2019 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,3366,8.49,04/01/2019 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,2870,8.94,04/02/2019 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,3795,8.49,04/02/2019 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,2625,8.94,04/02/2019 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,3264,8.49,04/02/2019 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,3672,8.49,04/02/2019 12:00:00 AM
HYRUM RES,CACHE,BROWN TROUT,9996,2.29,05/15/2019 12:00:00 AM
Harrisville City Pond,WEBER,RAINBOW,200,8.55,04/08/2019 12:00:00 AM
Harrisville City Pond,WEBER,RAINBOW,204,8.77,04/30/2019 12:00:00 AM
Harrisville City Pond,WEBER,RAINBOW,201,8.7,05/14/2019 12:00:00 AM
JACKSON FLAT RES.,KANE,RAINBOW,3645,10.1,01/14/2019 12:00:00 AM
JACKSON FLAT RES.,KANE,RAINBOW,1673,10.1,01/14/2019 12:00:00 AM
JACKSON FLAT RES.,KANE,BROWN TROUT,541,16.47,01/23/2019 12:00:00 AM
JACKSON FLAT RES.,KANE,BROWN TROUT,24,21.26,01/23/2019 12:00:00 AM
JACKSON FLAT RES.,KANE,BROWN TROUT,260,21.26,01/23/2019 12:00:00 AM
JACKSON FLAT RES.,KANE,BROWN TROUT,71,21.26,01/24/2019 12:00:00 AM
JACKSON FLAT RES.,KANE,BROWN TROUT,367,18.91,01/24/2019 12:00:00 AM
JENSEN NATURE PARK POND,DAVIS,RAINBOW,1001,10.17,02/27/2019 12:00:00 AM
JENSEN NATURE PARK POND,DAVIS,RAINBOW,216,19.08,02/27/2019 12:00:00 AM
JENSEN NATURE PARK POND,DAVIS,RAINBOW,499,10.17,03/11/2019 12:00:00 AM
JENSEN NATURE PARK POND,DAVIS,RAINBOW,508,11.99,03/25/2019 12:00:00 AM
JENSEN NATURE PARK POND,DAVIS,RAINBOW,501,11.6,04/09/2019 12:00:00 AM
JENSEN NATURE PARK POND,DAVIS,RAINBOW,1000,10.77,04/22/2019 12:00:00 AM
JENSEN NATURE PARK POND,DAVIS,RAINBOW,1001,9.52,05/08/2019 12:00:00 AM
JOHNSON RES,SEVIER,MUSKIE TIGER,3504,2.25,05/13/2019 12:00:00 AM
JORDANELLE RES,WASATCH,KOKANEE,50357,3.29,05/02/2019 12:00:00 AM
JORDANELLE RES,WASATCH,KOKANEE,156526,3.29,05/02/2019 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,5925,3.22,05/07/2019 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,RAINBOW,216,19.08,02/27/2019 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,RAINBOW,2000,7.94,03/26/2019 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,RAINBOW,1000,8.55,04/08/2019 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,RAINBOW,999,8.22,04/17/2019 12:00:00 AM
KAYSVILLE STAKE POND,DAVIS,RAINBOW,999,8.77,04/30/2019 12:00:00 AM
KENS L,SAN JUAN,RAINBOW,3569,9.94,03/04/2019 12:00:00 AM
KENS L,SAN JUAN,RAINBOW,1506,10.38,04/17/2019 12:00:00 AM
KIDNEY POND,SALT LAKE,RAINBOW,250,11.6,04/10/2019 12:00:00 AM
KIDNEY POND,SALT LAKE,CUTTHROAT,98,15.98,04/12/2019 12:00:00 AM
KIDNEY POND,SALT LAKE,RAINBOW,250,10.14,04/16/2019 12:00:00 AM
KIDNEY POND,SALT LAKE,RAINBOW,319,9.52,04/30/2019 12:00:00 AM
KIDNEY POND,SALT LAKE,RAINBOW,319,9.52,05/07/2019 12:00:00 AM
KIDNEY POND,SALT LAKE,RAINBOW,319,9.52,05/14/2019 12:00:00 AM
KNIGHT IDEAL POND,CARBON,RAINBOW,1000,9.76,01/08/2019 12:00:00 AM
KNIGHT IDEAL POND,CARBON,RAINBOW,1008,10.16,04/29/2019 12:00:00 AM
KOLOB RES,WASHINGTON,RAINBOW,6826,7.74,05/15/2019 12:00:00 AM
KOLOB RES,WASHINGTON,RAINBOW,1413,9.68,05/16/2019 12:00:00 AM
KOLOB RES,WASHINGTON,RAINBOW,1338,9.68,05/16/2019 12:00:00 AM
KOLOB RES,WASHINGTON,RAINBOW,1250,9.68,05/16/2019 12:00:00 AM
KOOSHAREM RES,SEVIER,RAINBOW,17328,5.45,03/26/2019 12:00:00 AM
KOOSHAREM RES,SEVIER,RAINBOW,3318,9.99,03/29/2019 12:00:00 AM
KOOSHAREM RES,SEVIER,RAINBOW,1683,9.99,03/29/2019 12:00:00 AM
KOOSHAREM RES,SEVIER,CUTTHROAT,6750,5.96,04/11/2019 12:00:00 AM
KOOSHAREM RES,SEVIER,TIGER TROUT,25696,2.58,04/15/2019 12:00:00 AM
LAKETOWN RES,RICH,RAINBOW,475,13.03,04/24/2019 12:00:00 AM
LEIGH HILL RES,IRON,BROOK TROUT,342,18.74,02/14/2019 12:00:00 AM
LEIGH HILL RES,IRON,RAINBOW,999,9.51,03/20/2019 12:00:00 AM
LEIGH HILL RES,IRON,RAINBOW,1000,9.76,04/15/2019 12:00:00 AM
LEIGH HILL RES,IRON,RAINBOW,504,10.32,05/01/2019 12:00:00 AM
LITTLE CR RES,RICH,RAINBOW,2640,11.49,04/22/2019 12:00:00 AM
LITTLE CR RES,RICH,RAINBOW,1007,11.49,04/23/2019 12:00:00 AM
LITTLE MONTES RES,UINTAH,RAINBOW,324,21,05/01/2019 12:00:00 AM
LITTLE RES,BEAVER,BROWN TROUT,331,3.41,05/06/2019 12:00:00 AM
LLOYDS L,SAN JUAN,RAINBOW,3467,10.46,04/08/2019 12:00:00 AM
LLOYDS L,SAN JUAN,RAINBOW,504,10.13,04/23/2019 12:00:00 AM
LOGAN R,CACHE,RAINBOW,1165,9.61,04/15/2019 12:00:00 AM
LOGAN R,CACHE,RAINBOW,1040,12.44,04/15/2019 12:00:00 AM
LOGAN R,CACHE,RAINBOW,920,9.6,04/15/2019 12:00:00 AM
LOGAN R,CACHE,RAINBOW,920,10.59,05/10/2019 12:00:00 AM
LOGAN R,CACHE,RAINBOW,1166,11.7,05/10/2019 12:00:00 AM
LOGAN R,CACHE,RAINBOW,872,13.19,05/10/2019 12:00:00 AM
LOGAN R,CACHE,RAINBOW,792,13.62,05/23/2019 12:00:00 AM
LOGAN R,CACHE,RAINBOW,1165,11.78,05/24/2019 12:00:00 AM
LOGAN R,CACHE,RAINBOW,920,10.94,05/24/2019 12:00:00 AM
LOST CR RES,MORGAN,CUTTHROAT,9750,6.03,04/24/2019 12:00:00 AM
LOST CR RES,MORGAN,CUTTHROAT,9750,6.03,04/25/2019 12:00:00 AM
LOST CR RES,MORGAN,RAINBOW,8160,9.03,05/06/2019 12:00:00 AM
LOST CR RES,MORGAN,RAINBOW,11645,9.03,05/06/2019 12:00:00 AM
LOST CR RES,MORGAN,TIGER TROUT,2001,9.36,05/13/2019 12:00:00 AM
MANILA CREEK PARK POND,UTAH,RAINBOW,398,10.44,04/02/2019 12:00:00 AM
MANILA CREEK PARK POND,UTAH,RAINBOW,398,11.6,04/08/2019 12:00:00 AM
MANILA CREEK PARK POND,UTAH,RAINBOW,400,10.77,04/15/2019 12:00:00 AM
MANILA CREEK PARK POND,UTAH,RAINBOW,392,10.77,04/22/2019 12:00:00 AM
MANILA CREEK PARK POND,UTAH,RAINBOW,400,9.52,05/01/2019 12:00:00 AM
MANILA CREEK PARK POND,UTAH,RAINBOW,400,9.52,05/06/2019 12:00:00 AM
MANILA CREEK PARK POND,UTAH,RAINBOW,399,9.55,05/14/2019 12:00:00 AM
MANILA CREEK PARK POND,UTAH,RAINBOW,398,9.87,05/20/2019 12:00:00 AM
MANTUA RES,BOX ELDER,RAINBOW,5503,8.7,04/04/2019 12:00:00 AM
