Water Name,County,Species,Quantity,Ave Length,Date
BUTTERFLY L Z-1,DUCHESNE,RAINBOW ALBINO,250,10.68,07/28/2008 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,600,10.14,07/29/2008 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,600,10.14,08/04/2008 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW ALBINO,250,11.16,08/12/2008 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,499,10.050000000000001,08/12/2008 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,500,10.07,08/19/2008 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW ALBINO,500,11.16,08/25/2008 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,500,10.6,09/02/2008 12:00:00 AM
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,800,10.77,09/08/2008 12:00:00 AM
CALDER RES,UINTAH,RAINBOW,4950,2.77,05/19/2008 12:00:00 AM
CAMP KOSTOPAULUS,SALT LAKE,RAINBOW,500,11.94,04/29/2008 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,999,9.76,04/03/2008 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW ALBINO,801,9.300000000000001,04/24/2008 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,501,9.64,04/24/2008 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,1001,9.880000000000001,05/07/2008 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,501,9.57,05/22/2008 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,310,9.460000000000001,06/05/2008 12:00:00 AM
CANYON VIEW PARK PD,UTAH,RAINBOW,699,9.81,06/17/2008 12:00:00 AM
CAROL L W-51,SUMMIT,BROOK TROUT,270,2.92,07/08/2008 12:00:00 AM
CART CR,DAGGETT,RAINBOW,252,9.44,07/01/2008 12:00:00 AM
CART CR,DAGGETT,RAINBOW,252,9.550000000000001,07/22/2008 12:00:00 AM
CARTER CR,DAGGETT,RAINBOW,780,9.44,07/01/2008 12:00:00 AM
CASPERS POND,CACHE,RAINBOW,1003,9.029999999999999,05/20/2008 12:00:00 AM
CASTLE L G-11,SUMMIT,TIGER TROUT,600,2.75,07/11/2008 12:00:00 AM
CAUSEY RES,WEBER,RAINBOW,1617,8.94,05/09/2008 12:00:00 AM
CAUSEY RES,WEBER,RAINBOW,1768,8.94,05/09/2008 12:00:00 AM
CAUSEY RES,WEBER,RAINBOW,1617,8.94,05/09/2008 12:00:00 AM
CAUSEY RES,WEBER,TIGER TROUT,15033,4.11,08/11/2008 12:00:00 AM
CAUSEY RES,WEBER,TIGER TROUT,15033,4.11,08/11/2008 12:00:00 AM
CHAIN L NO 4 U-4,DUCHESNE,CUTTHROAT,704,1.42,09/24/2008 12:00:00 AM
CHALK CR,MILLARD,RAINBOW,999,9.17,07/02/2008 12:00:00 AM
CHINA L G-21,SUMMIT,BROOK TROUT,7800,2.92,07/08/2008 12:00:00 AM
CHUCK L BTN,GARFIELD,BROOK TROUT,111,3.2,07/07/2008 12:00:00 AM
CHUCK L BTN,GARFIELD,CUTTHROAT,526,2.21,09/23/2008 12:00:00 AM
CLEAR CR,IRON,RAINBOW,323,8.01,08/20/2008 12:00:00 AM
CLEAR CR,SEVIER,CUTTHROAT,5043,2.85,10/21/2008 12:00:00 AM
CLEAR L NBS,WAYNE,TIGER TROUT,200,4.08,07/22/2008 12:00:00 AM
CLEGG L A-47,SUMMIT,BROOK TROUT,247,2.97,07/08/2008 12:00:00 AM
CLEGG L A-47,SUMMIT,BROOK TROUT,249,3.04,07/08/2008 12:00:00 AM
CLEVELAND RES,EMERY,RAINBOW,2054,9.89,06/12/2008 12:00:00 AM
CLEVELAND RES,EMERY,RAINBOW,1981,9.89,06/12/2008 12:00:00 AM
CLEVELAND RES,EMERY,RAINBOW,967,9.550000000000001,07/10/2008 12:00:00 AM
CLIFF L G-5,SUMMIT,TIGER TROUT,8304,2.75,07/15/2008 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,600,8.18,03/19/2008 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW ALBINO,313,7.4,03/19/2008 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,499,8.960000000000001,04/08/2008 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,400,8.66,04/25/2008 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,670,17.07,05/06/2008 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,498,8.949999999999999,05/08/2008 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,05/20/2008 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,07/01/2008 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,07/11/2008 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,07/31/2008 12:00:00 AM
CLINTON POND,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,08/28/2008 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,510,11.39,09/22/2008 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,500,10.19,10/07/2008 12:00:00 AM
CLINTON POND,DAVIS,RAINBOW,500,10.52,10/28/2008 12:00:00 AM
COFFIN L GR-144,SUMMIT,TIGER TROUT,4500,2.75,07/09/2008 12:00:00 AM
COLD SPRING L,SEVIER,RAINBOW,1908,10.36,07/01/2008 12:00:00 AM
COLD SPRING L,SEVIER,RAINBOW,691,10.29,07/22/2008 12:00:00 AM
COLD SPRING LAKES,BOX ELDER,RAINBOW,1376,9.210000000000001,05/12/2008 12:00:00 AM
COLD SPRING LAKES,BOX ELDER,RAINBOW,1377,8.81,05/13/2008 12:00:00 AM
COLD SPRING LAKES,BOX ELDER,RAINBOW,1373,10.14,06/30/2008 12:00:00 AM
COLD SPRING LAKES,BOX ELDER,RAINBOW,1380,10.14,06/30/2008 12:00:00 AM
COLEMAN RES NBS,WAYNE,RAINBOW,321,3.04,06/24/2008 12:00:00 AM
COLEMAN RES NBS,WAYNE,BROOK TROUT,261,3.35,07/09/2008 12:00:00 AM
COLORADO R,SAN JUAN,CHUB,2652,8.050000000000001,11/18/2008 12:00:00 AM
COMMUNITY L,SANPETE,RAINBOW,750,9.57,05/21/2008 12:00:00 AM
COMMUNITY L,SANPETE,RAINBOW,1001,9.460000000000001,06/06/2008 12:00:00 AM
COMMUNITY L,SANPETE,RAINBOW,501,9.24,06/27/2008 12:00:00 AM
COMMUNITY L,SANPETE,RAINBOW,500,8.98,07/11/2008 12:00:00 AM
COMMUNITY L,SANPETE,RAINBOW,1250,9.75,07/25/2008 12:00:00 AM
COMMUNITY L,SANPETE,RAINBOW,1001,10.73,08/25/2008 12:00:00 AM
CONTINENT L X-121,DUCHESNE,CUTTHROAT,2301,1.42,09/24/2008 12:00:00 AM
COOK L BT,WAYNE,RAINBOW,1402,9.6,06/16/2008 12:00:00 AM
COOK L BT,WAYNE,BROOK TROUT,520,4.14,07/07/2008 12:00:00 AM
CORN CR,MILLARD,RAINBOW,501,9.17,07/02/2008 12:00:00 AM
CORNER BEAVER #1,SANPETE,BROOK TROUT,112,3.74,08/06/2008 12:00:00 AM
CORNER BEAVER #2,SANPETE,BROOK TROUT,320,3.74,08/06/2008 12:00:00 AM
COVE L,SANPETE,TIGER TROUT,1000,2.74,07/07/2008 12:00:00 AM
COVE L,SANPETE,RAINBOW,701,8.98,07/10/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,502,8.39,04/07/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW ALBINO,497,8.94,04/28/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,1500,9.64,04/29/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,335,17.07,05/06/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,1533,9.210000000000001,05/12/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,335,17.07,05/20/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,604,9.029999999999999,05/20/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,939,9.279999999999999,05/20/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW ALBINO,1001,9.52,05/21/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,335,17.07,06/05/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW ALBINO,505,10.52,06/05/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,335,17.07,06/13/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW ALBINO,800,10.67,06/18/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,335,17.07,06/24/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,335,17.07,07/01/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,335,17.07,07/11/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,335,17.07,07/23/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,335,17.07,07/31/2008 12:00:00 AM
COVE POND,SALT LAKE,BULLHEAD CHANNEL CAT,503,17.07,08/28/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,1008,10.98,10/07/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,500,11.07,10/09/2008 12:00:00 AM
COVE POND,SALT LAKE,RAINBOW,1501,11.07,10/29/2008 12:00:00 AM
CRAIG L U-85,DUCHESNE,CUTTHROAT,476,1.42,09/24/2008 12:00:00 AM
CRATER L BTS,GARFIELD,BROOK TROUT,298,3.2,07/07/2008 12:00:00 AM
CRATER L BTS,GARFIELD,GRAYLING ARCTIC,1000,1.17,07/28/2008 12:00:00 AM
CRATER L-LOST L,SEVIER,BROOK TROUT,261,3.35,07/11/2008 12:00:00 AM
CRESCENT L BTS,GARFIELD,CUTTHROAT,526,2.21,09/23/2008 12:00:00 AM
CROUSE RES,UINTAH,RAINBOW,15868,3.27,05/21/2008 12:00:00 AM
CROUSE RES,UINTAH,RAINBOW,803,8.86,05/22/2008 12:00:00 AM
CROUSE RES,UINTAH,RAINBOW,5649,6.32,06/19/2008 12:00:00 AM
CROUSE RES,UINTAH,TIGER TROUT,10755,3.86,07/17/2008 12:00:00 AM
CRYSTAL L A-51,SUMMIT,BROOK TROUT,498,3.04,07/08/2008 12:00:00 AM
CRYSTAL L A-51,SUMMIT,BROOK TROUT,504,2.97,07/08/2008 12:00:00 AM
CUB L BT,WAYNE,BROOK TROUT,59,3.2,07/07/2008 12:00:00 AM
CURRANT CR,WASATCH,RAINBOW,1600,9.130000000000001,06/17/2008 12:00:00 AM
CURRANT CR RES,WASATCH,TIGER TROUT,44292,3,06/05/2008 12:00:00 AM
CURRANT CR RES,WASATCH,RAINBOW,8912,4.82,08/07/2008 12:00:00 AM
CURRANT CR RES,WASATCH,TIGER TROUT,2976,8.050000000000001,12/04/2008 12:00:00 AM
CURRANT CR RES,WASATCH,TIGER TROUT,3144,8.050000000000001,12/08/2008 12:00:00 AM
DANES POND,SANPETE,RAINBOW,501,9.64,04/23/2008 12:00:00 AM
DANES POND,SANPETE,RAINBOW,502,9.880000000000001,05/06/2008 12:00:00 AM
DANES POND,SANPETE,RAINBOW,501,9.57,05/21/2008 12:00:00 AM
DANES POND,SANPETE,RAINBOW,501,9.58,06/02/2008 12:00:00 AM
DANES POND,SANPETE,RAINBOW,499,9.81,06/16/2008 12:00:00 AM
DANES POND,SANPETE,RAINBOW,498,9.24,06/30/2008 12:00:00 AM
DARK CYN L,SAN JUAN,RAINBOW,940,10.43,06/19/2008 12:00:00 AM
DARK CYN L,SAN JUAN,RAINBOW,941,10.199999999999999,07/02/2008 12:00:00 AM
DARK CYN L,SAN JUAN,TIGER TROUT,492,2.75,07/15/2008 12:00:00 AM
DEAD L BTS,GARFIELD,BROOK TROUT,213,3.2,07/07/2008 12:00:00 AM
DEADHORSE L G-77,SUMMIT,TIGER TROUT,4404,2.75,07/09/2008 12:00:00 AM
DEEP CR,GARFIELD,CUTTHROAT,82,5,08/19/2008 12:00:00 AM
DEEP CR L TLM,WAYNE,BROOK TROUT,357,3.2,07/07/2008 12:00:00 AM
DEEP L,SEVIER,RAINBOW,2004,9.94,06/13/2008 12:00:00 AM
DEEP L,SEVIER,RAINBOW,1506,9.94,06/13/2008 12:00:00 AM
DEEP L,SANPETE,RAINBOW,1000,9.94,06/24/2008 12:00:00 AM
DEEP L,SANPETE,RAINBOW,1002,8.98,07/11/2008 12:00:00 AM
DEER CR L EBS,GARFIELD,BROOK TROUT,2508,3.2,07/07/2008 12:00:00 AM
DEER CR L EBS,GARFIELD,CUTTHROAT,11309,2.21,09/23/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1602,11.08,07/08/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1602,11.08,07/08/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1602,11.08,07/08/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1602,11.08,07/08/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1593,10.59,07/09/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1638,10.59,07/09/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1593,10.59,07/09/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1638,10.59,07/09/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1593,10.59,07/15/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1505,10.59,07/15/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1505,10.59,07/15/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1593,10.59,07/15/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1548,10.69,07/16/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1548,10.69,07/16/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1566,10.69,07/16/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1548,10.69,07/16/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1684,10.46,07/22/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1656,10.46,07/22/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1656,10.46,07/22/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1656,10.46,07/22/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1339,11.12,07/23/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1301,11.12,07/23/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1301,11.12,07/23/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1347,11.12,07/23/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1408,11.12,08/05/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1400,11.12,08/05/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1377,11.12,08/05/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1469,11.12,08/05/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,7620,9.949999999999999,10/06/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,7371,10.01,10/07/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,10229,9.61,10/10/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,11021,9.619999999999999,10/14/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,10612,9.630000000000001,10/15/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,5623,9.630000000000001,10/18/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,5169,9.630000000000001,10/18/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1652,10.26,10/20/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1642,10.26,10/20/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1692,10.26,10/20/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1641,10.37,10/21/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1641,10.37,10/21/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1641,10.37,10/21/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1670,10.37,10/21/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1428,10.86,10/27/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1176,10.86,10/27/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1428,10.86,10/27/2008 12:00:00 AM
DEER CR RES,WASATCH,RAINBOW,1428,10.86,10/27/2008 12:00:00 AM
DEER L X-55,DUCHESNE,CUTTHROAT,1498,1.42,09/24/2008 12:00:00 AM
DEER VALLEY LAKES,SUMMIT,RAINBOW,801,11.12,05/20/2008 12:00:00 AM
DF- 4,UINTAH,CUTTHROAT,754,1.42,09/24/2008 12:00:00 AM
DF-10,UINTAH,CUTTHROAT,1002,1.42,09/24/2008 12:00:00 AM
DG- 6,DUCHESNE,CUTTHROAT,595,1.42,09/24/2008 12:00:00 AM
DG- 9,DUCHESNE,CUTTHROAT,1002,1.42,09/24/2008 12:00:00 AM
DG-14,DUCHESNE,CUTTHROAT,198,1.42,09/24/2008 12:00:00 AM
DG-15,DUCHESNE,CUTTHROAT,198,1.42,09/24/2008 12:00:00 AM
DG-16,DUCHESNE,CUTTHROAT,198,1.42,09/24/2008 12:00:00 AM
DG-17,DUCHESNE,CUTTHROAT,436,1.42,09/24/2008 12:00:00 AM
DIVIDE L NO 1 A-36,SUMMIT,BROOK TROUT,530,2.92,07/08/2008 12:00:00 AM
DIVIDE L U-59,DUCHESNE,CUTTHROAT,1905,1.42,09/24/2008 12:00:00 AM
DONS L,GRAND,SPLAKE,2002,5.16,06/13/2008 12:00:00 AM
DONS L,GRAND,TIGER TROUT,2010,4.49,07/29/2008 12:00:00 AM
DOUGHERTY BASIN NCL,GARFIELD,CUTTHROAT,1003,2.13,09/22/2008 12:00:00 AM
DRIFT RES Y-41,DUCHESNE,BROOK TROUT,1000,2.92,07/10/2008 12:00:00 AM
DRY WASH RES,SAN JUAN,RAINBOW,1202,9.76,05/14/2008 12:00:00 AM
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,952,8.949999999999999,06/13/2008 12:00:00 AM
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,951,9.44,07/09/2008 12:00:00 AM
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,950,9.92,08/04/2008 12:00:00 AM
HOOP L,SUMMIT,RAINBOW,1025,10,06/12/2008 12:00:00 AM
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,499,10.050000000000001,09/08/2008 12:00:00 AM
DUCK CR,KANE,RAINBOW,540,9.6,05/21/2008 12:00:00 AM
DUCK CR,KANE,RAINBOW,526,9.68,06/17/2008 12:00:00 AM
DUCK CR,KANE,RAINBOW,301,10.050000000000001,07/01/2008 12:00:00 AM
DUCK CR,KANE,RAINBOW,231,10.19,07/16/2008 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,878,9.6,05/21/2008 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,865,9.89,06/03/2008 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,921,9.68,06/17/2008 12:00:00 AM
DUCK CR SPRINGS,KANE,BROOK TROUT,531,3.33,06/23/2008 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,844,10.050000000000001,07/01/2008 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,866,10.19,07/16/2008 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,861,9.74,07/30/2008 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,842,10.15,08/12/2008 12:00:00 AM
DUCK CR SPRINGS,KANE,RAINBOW,931,10.37,08/25/2008 12:00:00 AM
DUCK FK RES,SANPETE,TIGER TROUT,2516,4.19,07/21/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1773,10.77,04/16/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1498,10.77,04/16/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1773,10.77,04/16/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1773,10.77,04/16/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1848,10.210000000000001,04/17/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2079,10.210000000000001,04/17/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2079,10.210000000000001,04/17/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2079,10.210000000000001,04/17/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2048,10.3,04/22/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2025,10.3,04/22/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2025,10.3,04/22/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2025,10.3,04/22/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1737,10.84,04/23/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1757,10.84,04/23/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1834,10.84,04/23/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1834,10.84,04/23/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2034,10.29,05/07/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2034,10.29,05/07/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2034,10.29,05/07/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2080,10.29,05/07/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1712,10.07,05/08/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1712,10.07,05/08/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1712,10.07,05/08/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1712,10.07,05/08/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1216,10.14,05/12/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1216,10.14,05/12/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1204,10.14,05/12/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,1216,10.14,05/12/2008 12:00:00 AM
EAST CYN RES,MORGAN,TIGER TROUT,31746,5.89,09/30/2008 12:00:00 AM
EAST CYN RES,MORGAN,TIGER TROUT,8303,5.89,09/30/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4877,7.61,10/02/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4536,7.61,10/02/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4536,7.61,10/02/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4678,7.61,10/02/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,3728,8.130000000000001,10/08/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,3728,8.130000000000001,10/08/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,3728,8.130000000000001,10/08/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,3728,8.130000000000001,10/08/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4259,7.94,10/09/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4259,7.94,10/09/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4008,7.94,10/09/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,4059,7.94,10/09/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2250,7.94,10/13/2008 12:00:00 AM
EAST CYN RES,MORGAN,RAINBOW,2125,7.94,10/13/2008 12:00:00 AM
EAST L BTS,GARFIELD,BROOK TROUT,255,3.2,07/07/2008 12:00:00 AM
EAST PARK RES,UINTAH,RAINBOW,1281,8.869999999999999,06/03/2008 12:00:00 AM
EAST PARK RES,UINTAH,RAINBOW,1032,10.050000000000001,06/25/2008 12:00:00 AM
EAST PARK RES,UINTAH,RAINBOW,1035,9.92,07/16/2008 12:00:00 AM
EAST PARLEY'S,SANPETE,BROOK TROUT,507,3.74,08/06/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2129,5.41,06/02/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,942,5.42,06/02/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,3695,5.53,06/24/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,3829,5.53,06/24/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,6543,5.58,06/25/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,3284,6.31,07/02/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,3986,5.53,07/02/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,7680,10.050000000000001,08/26/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,7680,9.970000000000001,08/27/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,4440,9.970000000000001,08/28/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2420,9.699999999999999,09/08/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2420,9.699999999999999,09/08/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,3,9.699999999999999,09/08/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2247,9.699999999999999,09/08/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2247,9.699999999999999,09/08/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2247,9.699999999999999,09/08/2008 12:00:00 AM
ECHO RES,SUMMIT,RAINBOW,2420,9.699999999999999,09/08/2008 12:00:00 AM
ELECTRIC L,EMERY,TIGER TROUT,20000,3.79,06/26/2008 12:00:00 AM
ELKHORN L W-64,SUMMIT,BROOK TROUT,100,2.92,07/08/2008 12:00:00 AM
EMERALD L,SANPETE,RAINBOW,699,9.17,07/02/2008 12:00:00 AM
EMERALD L,SANPETE,GRAYLING ARCTIC,1000,1.17,07/28/2008 12:00:00 AM
EMERALD L D-20,DUCHESNE,BROOK TROUT,80,2.92,07/08/2008 12:00:00 AM
EMERY (LARSON) RES,SANPETE,TIGER TROUT,2501,2.74,07/07/2008 12:00:00 AM
"ENTERPRISE RES,LOWER",WASHINGTON,RAINBOW,3000,8.550000000000001,03/31/2008 12:00:00 AM
"ENTERPRISE RES,LOWER",WASHINGTON,RAINBOW,5004,8.550000000000001,04/01/2008 12:00:00 AM
"ERICKSON L,NORTH W26",SUMMIT,BROOK TROUT,900,2.92,07/08/2008 12:00:00 AM
EVERMAN L Z-36,DUCHESNE,BROOK TROUT,800,2.92,07/08/2008 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,1668,9.050000000000001,06/26/2008 12:00:00 AM
